DOD,Month,Day,Year,LOCATION,Easting,Northing,SEX,AGE.CLASS,COD,WinterYear
1/17/05,1,17,2005,EAST OF DEAD PUPPY HILL - LAMAR VALLEY,566344,4968702,MALE,OLD ADULT,PROBABLE WOLF,2005
1/17/05,1,17,2005,SW OF LAMAR PICNIC AREA,561594,4968115,FEMALE,UNKNOWN,PROBABLE WOLF,2005
1/17/05,1,17,2005,SW OF LAMAR PICNIC AREA,561194,4969565,FEMALE,UNKNOWN,PROBABLE WOLF,2005
1/18/05,1,18,2005,EAST OF YELLOWSTONE INSTITUTE,562086,4971051,MALE,ADULT,PROBABLE WOLF,2005
1/15/05,1,15,2005,SW OF LAMAR X SODA BUTTE CONFLUENCE,563594,4968615,UNKNOWN,UNKNOWN,PROBABLE WOLF,2005
1/16/05,1,16,2005,EAST OF SODA BUTTE CONE,567474,4970317,UNKNOWN,CALF,PROBABLE WOLF,2005
1/24/05,1,24,2005,SE OF LAMAR RIVER BRIDE; LITTLE AMERICA,553900,4973963,FEMALE,OLD ADULT,PROBABLE WOLF,2005
1/27/05,1,27,2005,LAMAR RIVER X CRYSTAL CREEK,553655,4973323,MALE,OLD ADULT,PROBABLE WOLF,2005
1/31/05,1,31,2005,TOWER JUNCTION FLATS,546076,4974542,FEMALE,OLD ADULT,PROBABLE WOLF,2005
2/8/05,2,8,2005,WEST FORK OF BLACKTAIL DEER CREEK,534223,4973602,MALE,OLD ADULT,PROBABLE WOLF,2005
2/2/05,2,2,2005,EAST OF TOWER CREEK,547745,4969610,FEMALE,ADULT,PROBABLE WOLF,2005
2/3/05,2,3,2005,ADMINISTRATION BUILDING - MAMMOTH,523754,4980362,FEMALE,OLD ADULT,DEFINITE WOLF,2005
2/9/05,2,9,2005,ROCK DRAW,536591,4980805,MALE,YEARLING,PROBABLE WOLF,2005
2/9/05,2,9,2005,UPPER LAMAR RIVER,568512,4961516,MALE,ADULT,PROBABLE WOLF,2005
2/9/05,2,9,2005,CACHE CREEK,567629,4964562,MALE,OLD ADULT,PROBABLE WOLF,2005
2/6/05,2,6,2005,"LAMAR VALLEY, SOUTH OF INSTISTUTE",560117,4970956,MALE,OLD ADULT,PROBABLE WOLF,2005
2/8/05,2,8,2005,NEAR LAMAR RIVER X JASPER CREEK CONFLUENCE,558981,4971478,MALE,OLD ADULT,PROBABLE WOLF,2005
2/11/05,2,11,2005,SE OF SODA BUTTE CONE,567766,4969941,MALE,OLD ADULT,DEFINITE WOLF,2005
2/17/05,2,17,2005,STEPHENS CREEK,518634,4987104,FEMALE,ADULT,PROBABLE WOLF,2005
2/22/05,2,22,2005,"UPPER LAMAR, PAST CACHE CREEK",567121,4963267,MALE,ADULT,PROBABLE WOLF,2005
2/23/05,2,23,2005,WEST OF HELLROARING CREEK,541433,4980574,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/1/05,3,1,2005,SLOUGH FLATS/TWIN LAKES,551384,4974513,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/2/05,3,2,2005,SE OF SODA BUTTE CONE,567622,4969528,MALE,ADULT,DEFINITE WOLF,2005
3/4/05,3,4,2005,SERECT PASSAGE,555172,4975286,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/6/05,3,6,2005,EAST OF JUNCTION PASS,548918,4977119,MALE,OLD ADULT,PROBABLE WOLF,2005
3/7/05,3,7,2005,WEST OF AMETHYST CREEK,559373,4970742,MALE,OLD ADULT,DEFINITE WOLF,2005
3/29/05,3,29,2005,FIRST MEADOW OF SLOUGH CREEK,556589,4978310,UNKNOWN,UNKNOWN,PROBABLE WOLF,2005
3/10/05,3,10,2005,WEST OF DOROTHY'S KNOW/SECRET PASSAGE,559041,4974674,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,NORTH OF HORIZONTAL FOREST,553486,4977461,MALE,OLD ADULT,PROBABLE WOLF,2005
3/17/05,3,17,2005,FIRST MEADOW OF SLOUGH CREEK,557303,4979208,MALE,ADULT,PROBABLE WOLF,2005
3/18/05,3,18,2005,SODA BUTTE VALLEY,567017,4968661,MALE,OLD ADULT,PROBABLE WOLF,2005
3/19/05,3,19,2005,BELOW MOM'S RIDGE,549833,4974503,UNKNOWN,CALF,DEFINITE WOLF,2005
3/19/05,3,19,2005,WEST OF SODA BUTTE CONE,566865,4969517,MALE,YEARLING,PROBABLE WOLF,2005
3/22/05,3,22,2005,DRAINAGE NORTH OF SECRET PASSAGE,558622,4975580,MALE,ADULT,PROBABLE WOLF,2005
3/24/05,3,24,2005,SODA BUTTE CREEK,568424,4971179,MALE,OLD ADULT,PROBABLE WOLF,2005
2/19/05,2,19,2005,SW OF LAMAR PICNIC AREA,561194,4968365,MALE,ADULT,DEFINITE WOLF,2005
2/20/05,2,20,2005,SODA BUTTE CREEK,565946,4968493,FEMALE,OLD ADULT,DEFINITE WOLF,2005
3/1/05,3,1,2005,GARDNER'S HOLE,518086,4976565,MALE,ADULT,PROBABLE WOLF,2005
3/1/05,3,1,2005,CACHE CREEK,567578,4964998,MALE,OLD ADULT,PROBABLE WOLF,2005
2/22/05,2,22,2005,ANTELOPE CREEK,548074,4967417,MALE,ADULT,PROBABLE WOLF,2005
3/3/05,3,3,2005,PROSPECT PEAK,536614,4967852,UNKNOWN,ADULT,PROBABLE WOLF,2005
3/3/05,3,3,2005,"HELLROARING CREEK, EAST OF BASALT CLIFFS",543795,4981007,MALE,OLD ADULT,PROBABLE WOLF,2005
3/4/05,3,4,2005,SWAN LAKE FLATS,520013,4974081,MALE,ADULT,DEFINITE WOLF,2005
3/4/05,3,4,2005,MOM'S RIDGE,550169,4976064,FEMALE,OLD ADULT,DEFINITE WOLF,2005
3/5/05,3,5,2005,UPPER OXBOW CREEK,538388,4974429,MALE,OLD ADULT,PROBABLE WOLF,2005
3/4/05,3,4,2005,JUNCTION LAKE,548468,4975839,UNKNOWN,CALF,PROBABLE WOLF,2005
3/3/05,3,3,2005,HELLROARING CREEK,543994,4980682,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/3/05,3,3,2005,FLINT CREEK,568751,4959377,MALE,ADULT,PROBABLE WOLF,2005
3/7/05,3,7,2005,SOUTH OF COTTONWOOD CREEK,539624,4983100,FEMALE,OLD ADULT,DEFINITE WOLF,2005
3/8/05,3,8,2005,EAST OF CAHCE LAKE NEAR GLENN CREEK,516926,4980526,UNKNOWN,ADULT,DEFINITE WOLF,2005
3/5/05,3,5,2005,BLACKTAIL DEER CREEK,532039,4978462,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/11/05,3,11,2005,LOWER COTTONWOOD CREEK,538467,4983021,MALE,OLD ADULT,PROBABLE WOLF,2005
3/9/05,3,9,2005,NW OF HELLROARING X YELLOWSTONE CONFLUENCE,541459,4980619,UNKNOWN,CALF,PROBABLE WOLF,2005
3/10/05,3,10,2005,RESCUE CREEK,530522,4980653,MALE,OLD ADULT,DEFINITE WOLF,2005
3/10/05,3,10,2005,SPECIMEN RIDGE,554305,4967075,MALE,OLD ADULT,PROBABLE WOLF,2005
3/11/05,3,11,2005,TOWER FLATS,546130,4974470,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,SHEEPEATER CLIFFS,523991,4973709,MALE,ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,SOUTHERN RIDGE OF THE TROUGH,547237,4977173,FEMALE,OLD ADULT,DEFINITE WOLF,2005
3/11/05,3,11,2005,THE HOODOOS,522365,4977223,FEMALE,ADULT,DEFINITE WOLF,2005
3/11/05,3,11,2005,CHALCEDONY CREEK,561395,4966256,UNKNOWN,ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,QUADRANT MOUNTAIN,513997,4973457,UNKNOWN,ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,ICE BOX CANYON,572298,4976006,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/13/05,3,13,2005,"WAHB SPRINGS, CACHE CREEK",569473,4964825,MALE,OLD ADULT,PROBABLE WOLF,2005
3/16/05,3,16,2005,"TWO TOM, UPPER EAST DRAINAGE",535739,4983831,MALE,YEARLING,PROBABLE WOLF,2005
3/17/05,3,17,2005,HELLROARING FLAT NORTH OF RIVER,542471,4980270,UNKNOWN,CALF,DEFINITE WOLF,2005
3/18/05,3,18,2005,"STEPHEN'S CREEK, ABOVE HORSE CORRALS",517769,4987635,MALE,OLD ADULT,PROBABLE WOLF,2005
3/18/05,3,18,2005,TOP OF HELLROARING SLOPE,546259,4980108,MALE,ADULT,DEFINITE WOLF,2005
3/21/05,3,21,2005,CACHE CREEK,569684,4964053,MALE,ADULT,PROBABLE WOLF,2005
3/22/05,3,22,2005,SLOPE UNER ROCKY OUTCROPPIONG AT TREELINE UNDER HR PEAK,547190,4980637,MALE,ADULT,DEFINITE WOLF,2005
2/18/05,2,18,2005,"SLOUGH CREEK, WEST OF DAVE'S HILL",553344,4975365,UNKNOWN,CALF,DEFINITE WOLF,2005
2/28/05,2,28,2005,WEST OF DAVE'S HILL,553694,4974415,UNKNOWN,UNKNOWN,DEFINITE WOLF,2005
2/27/05,2,27,2005,SLOUGH CREEK,552544,4975615,UNKNOWN,ADULT,PROBABLE WOLF,2005
2/6/05,2,6,2005,ROUND PRAIRIE,570244,4973365,MALE,ADULT,PROBABLE WOLF,2005
3/24/05,3,24,2005,BLACKTAIL PLATEAU,532739,4978026,MALE,OLD ADULT,PROBABLE WOLF,2005
3/25/05,3,25,2005,NORTH OF SEPUCHLER,520133,4985302,MALE,OLD ADULT,DEFINITE WOLF,2005
3/25/05,3,25,2005,CREVICE CREEK,533216,4985112,FEMALE,OLD ADULT,DEFINITE WOLF,2005
3/25/05,3,25,2005,LOST LAKE,544365,4973117,MALE,OLD ADULT,PROBABLE WOLF,2005
3/24/05,3,24,2005,WEST OF LITTLE BUFFALO CREEK,545389,4979372,MALE,OLD ADULT,PROBABLE WOLF,2005
3/26/05,3,26,2005,NORTH OF NORTH BUTTE,534156,4980139,UNKNOWN,CALF,DEFINITE WOLF,2005
3/26/05,3,26,2005,ABOVE BASALT CLIFF,542857,4981073,UNKNOWN,OLD ADULT,DEFINITE WOLF,2005
3/28/05,3,28,2005,OXBOW CREEK,536656,4979006,UNKNOWN,CALF,DEFINITE WOLF,2005
3/29/05,3,29,2005,GEODE BASIN,538730,4980817,FEMALE,OLD ADULT,PROBABLE WOLF,2005
1/11/05,1,11,2005,EAST OF SODA BUTTE CONE,567794,4970015,MALE,ADULT,DEFINITE WOLF,2005
1/19/05,1,19,2005,NEAR THUNDERER TRAILHEAD,571444,4974615,MALE,ADULT,DEFINITE WOLF,2005
2/18/05,2,18,2005,NEAR DOROTHY'S KNOLL,558844,4972965,UNKNOWN,UNKNOWN,PROBABLE WOLF,2005
4/6/05,4,6,2005,REESE CREEK,516755,4988045,UNKNOWN,ADULT,PROBABLE WOLF,2005
4/6/05,4,6,2005,BLACKTAIL PLATEAU,534281,4975459,MALE,ADULT,PROBABLE WOLF,2005
4/6/05,4,6,2005,BLACKTAIL PLATEAU,534129,4975337,MALE,ADULT,PROBABLE WOLF,2005
4/23/05,4,23,2005,SLOUGH CREEK,558088,4978476,MALE,ADULT,PROBABLE WOLF,2005
4/24/05,4,24,2005,"LITTLE AMERICA, NORTH OF 9'S OLD DEN",551346,4972399,UNKNOWN,CALF,DEFINITE WOLF,2005
4/7/05,4,7,2005,SLOUGH CREEK,553844,4975615,MALE,ADULT,DEFINITE WOLF,2005
4/1/05,4,1,2005,WEST SLOPE OF MT NORRIS,565644,4966915,MALE,ADULT,DEFINITE WOLF,2005
3/30/05,3,30,2005,IN LAMAR RIVER 200 METERS WEST OF CONFLUENCE W/ SODA BUTTE CREEK,563594,4968815,FEMALE,ADULT,PROBABLE WOLF,2005
3/29/05,3,29,2005,"EAST OF BOULDER PULLOUT, NORTH OF ROAD IN LAMAR VALLEY",549629,4973398,FEMALE,OLD ADULT,PROBABLE WOLF,2005
3/29/05,3,29,2005,"SE OF JUNCTION BUTTE, SOUTH OF ROAD",548625,4973136,FEMALE,OLD ADULT,PROBABLE WOLF,2005
4/13/05,4,13,2005,WEST END OF LITTLE AMERICA,550144,4972915,UNKNOWN,ADULT,PROBABLE WOLF,2005
4/23/05,4,23,2005,LOST LAKE,544844,4973056,MALE,ADULT,PROBABLE WOLF,2005
4/27/05,4,27,2005,LOWER HELLROARING SLOPE,543624,4979264,FEMALE,OLD ADULT,PROBABLE WOLF,2005
4/29/05,4,29,2005,LAMAR RIVER/LAMAR CANYON,556444,4973665,UNKNOWN,UNKNOWN,PROBABLE WOLF,2005
11/1/05,11,1,2005,YANCEY'S HOLE,545212,4975347,UNKNOWN,CALF,PROBABLE WOLF,2006
11/3/05,11,3,2005,YANCEY'S HOLE,544828,4975516,MALE,ADULT,PROBABLE WOLF,2006
11/3/05,11,3,2005,HELLROARING CREEK,542433,4979779,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/7/05,11,7,2005,GEODE CREEK,539503,4979909,MALE,OLD ADULT,PROBABLE WOLF,2006
11/6/05,11,6,2005,HELLROARING TRAIL MEADOW,541755,4981383,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/11/05,11,11,2005,CRYSTAL BENCH,554465,4972207,MALE,ADULT,PROBABLE WOLF,2006
11/19/05,11,19,2005,"NE OF DAVE'S HILL, SLOUGH CREEK",554542,4975749,MALE,ADULT,PROBABLE WOLF,2006
11/25/05,11,25,2005,2ND MEADOW OF SLOUGH CREEK,560957,4980154,MALE,ADULT,PROBABLE WOLF,2006
11/27/05,11,27,2005,LAMAR RIVER,562389,4968835,MALE,OLD ADULT,DEFINITE WOLF,2006
11/29/05,11,29,2005,LOWER JASPER BENCH,558666,4971445,MALE,ADULT,DEFINITE WOLF,2006
12/1/05,12,1,2005,EAST OF JUNCTION BUTTE,548931,4973749,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/9/05,11,9,2005,"NEAR SOUTH BUTTE, BLACK HOLE",536347,4977749,UNKNOWN,CALF,DEFINITE WOLF,2006
11/10/05,11,10,2005,BLACKTAIL PLATEAU ROAD,543704,4974354,MALE,OLD ADULT,PROBABLE WOLF,2006
11/6/05,11,6,2005,EAST OF CRYSTAL CREEK,554297,4971986,MALE,OLD ADULT,PROBABLE WOLF,2006
11/12/05,11,12,2005,WEST OF SLOUGH CREEK FLATS,551414,4975079,UNKNOWN,CALF,PROBABLE WOLF,2006
11/11/05,11,11,2005,SLOUGH CREEK,553569,4975596,UNKNOWN,CALF,PROBABLE WOLF,2006
11/17/05,11,17,2005,1ST MEADOW SLOUGH CREEK,556899,4977845,MALE,OLD ADULT,PROBABLE WOLF,2006
11/18/05,11,18,2005,BLACKTAIL DEER CREEK,532349,4979504,FEMALE,OLD ADULT,DEFINITE WOLF,2006
11/18/05,11,18,2005,"BLACKTAIL, WEST OF CHILDREN'S FIRE TRAIL",533777,4978578,UNKNOWN,CALF,PROBABLE WOLF,2006
11/20/05,11,20,2005,"BLACKTAIL PLATEAU, BEHIND DEN",536063,4974756,MALE,OLD ADULT,PROBABLE WOLF,2006
11/20/05,11,20,2005,GARNET HILL,544992,4976419,FEMALE,ADULT,PROBABLE WOLF,2006
11/21/05,11,21,2005,ANTELOPE MARSH,538634,4980130,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/25/05,11,25,2005,RIDGE NE OF TWO TOM,536264,4984285,UNKNOWN,UNKNOWN,PROBABLE WOLF,2006
11/25/05,11,25,2005,TOWER FALLS,548576,4970861,MALE,ADULT,PROBABLE WOLF,2006
11/24/05,11,24,2005,COTTONWOOD CREEK,538546,4983252,MALE,ADULT,PROBABLE WOLF,2006
11/28/05,11,28,2005,GEODE MARSH,540011,4979711,UNKNOWN,CALF,DEFINITE WOLF,2006
11/26/05,11,26,2005,"EAST OF LAMAR CANYON, ACROSS FROM FISHERMAN'S PULLOUT",557592,4972717,MALE,OLD ADULT,PROBABLE WOLF,2006
11/27/05,11,27,2005,FLOATING ISLAND LAKE,543416,4976501,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/29/05,11,29,2005,SLOUGH CREEK FLATS,552275,4974817,UNKNOWN,CALF,PROBABLE WOLF,2006
11/30/05,11,30,2005,GEODE MARSH,539908,4979360,FEMALE,OLD ADULT,PROBABLE WOLF,2006
12/9/05,12,9,2005,ROUND PRAIRIE,570282,4973503,MALE,OLD ADULT,PROBABLE WOLF,2006
12/7/05,12,7,2005,LOWER BLACKTAIL DEER CREEK,533130,4980850,UNKNOWN,CALF,PROBABLE WOLF,2006
12/7/05,12,7,2005,YANCEY'S HOLE,544664,4975447,UNKNOWN,CALF,PROBABLE WOLF,2006
12/7/05,12,7,2005,1ST MEADOW OF SLOUGH CREEK,558287,4977846,MALE,ADULT,PROBABLE WOLF,2006
12/8/05,12,8,2005,GEODE MARSH,540053,4979749,UNKNOWN,CALF,PROBABLE WOLF,2006
12/8/05,12,8,2005,THE TROUGH,548025,4977248,MALE,ADULT,PROBABLE WOLF,2006
12/8/05,12,8,2005,GEODE MARSH,540043,4979416,UNKNOWN,CALF,PROBABLE WOLF,2006
12/6/05,12,6,2005,EAST OF FLOATING ISLAND,543634,4976293,UNKNOWN,CALF,PROBABLE WOLF,2006
12/10/05,12,10,2005,UPPER BLACKTAIL DEER  CREEK,533291,4974138,MALE,OLD ADULT,PROBABLE WOLF,2006
12/10/05,12,10,2005,LITTLE BUFFALO CREEK,547097,4978680,FEMALE,OLD ADULT,PROBABLE WOLF,2006
12/10/05,12,10,2005,GARDNER'S HOLE,517666,4976188,MALE,ADULT,PROBABLE WOLF,2006
12/10/05,12,10,2005,FLOATING ISLAND LAKE,543303,4976835,UNKNOWN,CALF,PROBABLE WOLF,2006
12/12/05,12,12,2005,HELLROARING CREEK,542796,4979079,FEMALE,OLD ADULT,PROBABLE WOLF,2006
12/12/05,12,12,2005,"YELLOWSTONE RIVER, NEAR TOWER STORE",549420,4970790,MALE,ADULT,PROBABLE WOLF,2006
12/9/05,12,9,2005,SOUTH OF SODA BUTTE X LAMAR RIVER CONFLUENCE,564237,4967283,MALE,OLD ADULT,DEFINITE WOLF,2006
12/13/05,12,13,2005,ANTELOPE MARSH,537179,4980704,MALE,OLD ADULT,PROBABLE WOLF,2006
12/13/05,12,13,2005,LITTLE COTTONWOOD CREEK,541302,4982386,UNKNOWN,CALF,PROBABLE WOLF,2006
12/16/05,12,16,2005,SLOUGH CREEK,553594,4975915,MALE,ADULT,PROBABLE WOLF,2006
12/23/05,12,23,2005,"NEAR LAMAR RIVER, SOUTHEAST OF YELL INSTITUTE",560194,4970615,FEMALE,ADULT,PROBABLE WOLF,2006
12/26/05,12,26,2005,EAST OF CRYSTAL CREEK,553844,4973465,UNKNOWN,UNKNOWN,PROBABLE WOLF,2006
1/9/06,1,9,2006,KNOB OF TREES ON BLACKTAIL PLATEAU,531528,4980697,FEMALE,OLD ADULT,PROBABLE WOLF,2006
1/12/06,1,12,2006,BLACKTAIL DEER PLATEAU,534539,4976410,MALE,ADULT,DEFINITE WOLF,2006
1/2/06,1,2,2006,NEAR EXCLOSURE FENCE IN LAMAR VALLEY,562794,4969115,UNKNOWN,CALF,PROBABLE WOLF,2006
1/4/06,1,4,2006,WEST OF MOM'S RIDGE,549013,4976469,MALE,OLD ADULT,PROBABLE WOLF,2006
1/19/06,1,19,2006,COYOTE CREEK,545454,4982483,FEMALE,ADULT,DEFINITE WOLF,2006
1/18/06,1,18,2006,WEST OF MOM'S RIDGE,548391,4976953,MALE,OLD ADULT,PROBABLE WOLF,2006
1/26/06,1,26,2006,JUNCTION LAKE,548742,4975895,MALE,OLD ADULT,PROBABLE WOLF,2006
1/2/06,1,2,2006,NEAR BEND IN HELLROARING CREEK,542444,4979415,UNKNOWN,ADULT,PROBABLE WOLF,2006
1/30/06,1,30,2006,EAST FORK BLACKTAIL - BLACK HOLE,536070,4976218,FEMALE,OLD ADULT,PROBABLE WOLF,2006
1/29/06,1,29,2006,"LAMAR RIVER AREA, NORTH OF SODA BUTTE CONFLUENCE",564294,4968165,UNKNOWN,CALF,PROBABLE WOLF,2006
2/13/06,2,13,2006,EAST OF BLAKCTAIL CABIN,533712,4977023,MALE,ADULT,PROBABLE WOLF,2006
2/13/06,2,13,2006,ELK CREEK BELOW GARNET HILL,544736,4976419,UNKNOWN,UNKNOWN,PROBABLE WOLF,2006
2/13/06,2,13,2006,NE OF LITTLE AMERICA,552528,4975617,UNKNOWN,UNKNOWN,PROBABLE WOLF,2006
2/19/06,2,19,2006,HELLROARING CREEK,541764,4980316,FEMALE,OLD ADULT,PROBABLE WOLF,2006
2/9/06,2,9,2006,NORTH OF BLACKTAIL DRIVE,535919,4978380,FEMALE,ADULT,PROBABLE WOLF,2006
3/1/06,3,1,2006,"NORTH BUTTE CREEK, BEHIND (EAST) OF NORTH BUTTE",534283,4979904,FEMALE,OLD ADULT,DEFINITE WOLF,2006
3/2/06,3,2,2006,JASPER BENCH,558566,4971152,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/2/06,3,2,2006,200 YARDS WEST OF AMETHYST CREEK,558566,4971152,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/4/06,3,4,2006,EAST OF HORIZONTAL FOREST IN SLOUGH,553493,4977597,MALE,ADULT,PROBABLE WOLF,2006
3/1/06,3,1,2006,WAGON ROAD TO YANCEY'S HOLE,545512,4974649,UNKNOWN,CALF,PROBABLE WOLF,2006
3/5/06,3,5,2006,JUNCTION BUTTE,547853,4973771,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/9/06,3,9,2006,WEST OF JUNCTION LAKE,547882,4976204,UNKNOWN,CALF,DEFINITE WOLF,2006
3/11/06,3,11,2006,SOUTH OF SODA BUTTE CONE,567108,4969010,MALE,YEARLING,DEFINITE WOLF,2006
3/2/06,3,2,2006,BASE OF HELLROARING SLOPE,542617,4979058,UNKNOWN,CALF,PROBABLE WOLF,2006
3/2/06,3,2,2006,BASE OF HELLROARING SLOPE,542992,4978896,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/3/06,3,3,2006,EAST OF WRAITH FALLS,530999,4976532,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/3/06,3,3,2006,EAST OF LOST CREEK,546558,4972122,FEMALE,ADULT,PROBABLE WOLF,2006
3/4/06,3,4,2006,GEODE CREEK,539274,4980552,UNKNOWN,CALF,PROBABLE WOLF,2006
3/4/06,3,4,2006,BLACKTAIL DEER CREEK,533253,4981221,FEMALE,OLD ADULT,DEFINITE WOLF,2006
3/4/06,3,4,2006,BLACKTAIL DEER CREEK,533066,4981014,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/8/06,3,8,2006,EAST FORK BLACKTAIL DEER CREEK,534420,4977577,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/6/06,3,6,2006,GEODE CREEK,539618,4981044,FEMALE,ADULT,PROBABLE WOLF,2006
3/6/06,3,6,2006,LAMAR VALLEY,559566,4974690,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/9/06,3,9,2006,SOUTH OF HELLROARING RIVER,542361,4979676,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/10/06,3,10,2006,NORTH OF GARNET HILL,545882,4977864,FEMALE,ADULT,PROBABLE WOLF,2006
3/10/06,3,10,2006,CACHE CREEK,569641,4965036,MALE,ADULT,PROBABLE WOLF,2006
3/10/06,3,10,2006,OXBOW CREEK,536442,4979226,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/24/06,3,24,2006,GEODE CREEK,539868,4980546,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/13/06,3,13,2006,MOM'S RIDGE,549427,4975268,FEMALE,OLD ADULT,DEFINITE WOLF,2006
3/13/06,3,13,2006,FOSSIL FOREST,561053,4968612,MALE,YEARLING,DEFINITE WOLF,2006
3/13/06,3,13,2006,"ROCK DRAW, BLACKTAIL",536212,4980865,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/13/06,3,13,2006,ANTELOPE HILL/GEODE KNOB SADDLE,537558,4981621,MALE,OLD ADULT,PROBABLE WOLF,2006
3/13/06,3,13,2006,SLOUGH CREEK,555380,4978272,MALE,ADULT,PROBABLE WOLF,2006
3/16/06,3,16,2006,DECKARD FLATS,529159,4986523,MALE,ADULT,PROBABLE WOLF,2006
3/16/06,3,16,2006,GARNET HILL,545186,4977290,FEMALE,ADULT,PROBABLE WOLF,2006
3/16/06,3,16,2006,"MARY MAGHER CABIN, BLACKTAIL",532303,4976320,MALE,OLD ADULT,PROBABLE WOLF,2006
3/18/06,3,18,2006,NORTH BUTTE,534659,4980039,UNKNOWN,CALF,PROBABLE WOLF,2006
3/20/06,3,20,2006,WRAITH FALLS,530095,4975968,MALE,OLD ADULT,PROBABLE WOLF,2006
3/22/06,3,22,2006,CACHE CREEK,567560,4964978,MALE,ADULT,PROBABLE WOLF,2006
3/22/06,3,22,2006,"NE OF HORIZONTAL FOREST, SLOUGH CREEK",553305,4977024,MALE,OLD ADULT,DEFINITE WOLF,2006
2/14/06,2,14,2006,"EAST OF HORIZONTAL FOREST, SLOUGH CREEK",553347,4976647,MALE,ADULT,DEFINITE WOLF,2006
4/27/06,4,27,2006,ANTELOPE MARSH BETWEEN GEODE X OXBOW CREEKS,537830,4980311,MALE,ADULT,PROBABLE WOLF,2006
3/23/06,3,23,2006,"HELLROARING FLATS, SOUTH OF RIVER",542516,4979600,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/25/06,3,25,2006,ANTELOPE BASIN,548483,4966711,MALE,ADULT,PROBABLE WOLF,2006
3/28/06,3,28,2006,MT EVERTS,530409,4978405,MALE,OLD ADULT,DEFINITE WOLF,2006
3/30/06,3,30,2006,OXBOW CREEK,535344,4981013,FEMALE,OLD ADULT,PROBABLE WOLF,2006
3/30/06,3,30,2006,NW OF THE BEND IN HELLROARING CREEK ON THE TRAIL,542948,4980052,FEMALE,OLD ADULT,DEFINITE WOLF,2006
4/14/06,4,14,2006,"LAMAR RIVER, FISHERMAN'S PULLOUT",558162,4973124,FEMALE,OLD ADULT,PROBABLE WOLF,2006
4/17/06,4,17,2006,BELOW SLOUGH DEN,552639,4976460,UNKNOWN,ADULT,PROBABLE WOLF,2006
4/27/06,4,27,2006,LITTLE AMERICA ON SHORE OF EPHEMERAL POND,550333,4973109,FEMALE,OLD ADULT,PROBABLE WOLF,2006
11/7/06,11,7,2006,EAST FORK BLACKTAIL DEER CREEK,534330,4976650,UNKNOWN,CALF,PROBABLE WOLF,2007
11/12/06,11,12,2006,TOWER FLATS,546198,4974435,FEMALE,ADULT,PROBABLE WOLF,2007
11/16/06,11,16,2006,LAMAR FLATS,559781,4971655,UNKNOWN,CALF,PROBABLE WOLF,2007
11/19/06,11,19,2006,LITTLE AMERICA,552232,4973193,UNKNOWN,CALF,PROBABLE WOLF,2007
11/20/06,11,20,2006,"WEST OF FISHERMAN'S PULLOUT, LAMAR VALLEY",557312,4973951,UNKNOWN,CALF,PROBABLE WOLF,2007
11/26/06,11,26,2006,"S OF ROAD, BTWN SLOUGH PARKING LOT AND LAMAR CANYON",554836,4974213,UNKNOWN,CALF,PROBABLE WOLF,2007
11/12/06,11,12,2006,YELLOWSTONE RIVER; FLATS BELOW HELLROARING SLOPE,542850,4979106,FEMALE,OLD ADULT,PROBABLE WOLF,2007
11/13/06,11,13,2006,LOWER HELLROARING SLOPE,544352,4979276,FEMALE,OLD ADULT,PROBABLE WOLF,2007
11/16/06,11,16,2006,BLACKTAIL DRIVE,538701,4977141,MALE,OLD ADULT,PROBABLE WOLF,2007
11/17/06,11,17,2006,LOST CREEK,544167,4971081,UNKNOWN,CALF,PROBABLE WOLF,2007
