DOD,Month,Day,Year,LOCATION,Easting,Northing,SEX,AGE.CLASS,COD,WinterYear
2/25/09,2,25,2009,NE SIDE OF EVERTS,527302,4984783,MALE,ADULT,PROBABLE WOLF,2009
2/25/09,2,25,2009,EVERTS,527882,4981797,MALE,OLD ADULT,PROBABLE WOLF,2009
4/13/09,4,13,2009,EVERTS,526772,4984060,FEMALE,ADULT,PROBABLE WOLF,2009
4/13/09,4,13,2009,SODA BUTTE VALLEY,567275,4971098,UNKNOWN,UNKNOWN,PROBABLE WOLF,2009
11/9/09,11,9,2009,BACKSIDE OF JASPER BENCH,556188,4970618,MALE,ADULT,PROBABLE WOLF,2010
11/3/09,11,3,2009,"LAMAR RIVER TRAIL, LAMAR RIVER",569768,4959711,FEMALE,ADULT,PROBABLE WOLF,2010
11/13/09,11,13,2009,GEODE CR,539997,4977724,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/15/09,11,15,2009,TERRACE MOUNTAIN,521676,4976241,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/16/09,11,16,2009,MOM'S RIDGE,549534,4975968,FEMALE,ADULT,PROBABLE WOLF,2010
11/20/09,11,20,2009,GARDNER RIVER/GARDNERS HOLE,517138,4975942,MALE,ADULT,DEFINITE WOLF,2010
11/21/09,11,21,2009,N OF FLOATING ISLAND LAKE,543361,4976875,UNKNOWN,CALF,PROBABLE WOLF,2010
11/22/09,11,22,2009,W OF OXBOW CR/E OF N BUTTE,535816,4979029,UNKNOWN,CALF,PROBABLE WOLF,2010
11/18/09,11,18,2009,"GARDNERS HOLE, BASE OF E SLOPE OF QUADRANT",516135,4973807,MALE,ADULT,PROBABLE WOLF,2010
11/23/09,11,23,2009,HELLROARING SLOPE,547463,4980392,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/18/09,11,18,2009,ANTELOPE MARSH,537498,4980519,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/24/09,11,24,2009,HELLROARING SLOPE,546842,4979864,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/22/09,11,22,2009,W OF YELLOWSTONE/LAMAR CONFLUENCE,546533,4976779,FEMALE,ADULT,DEFINITE WOLF,2010
11/28/09,11,28,2009,S OF JUNCTION LAKE,548659,4975530,FEMALE,ADULT,DEFINITE WOLF,2010
11/28/09,11,28,2009,NW OF JUNCTION LAKE,548369,4976160,UNKNOWN,CALF,PROBABLE WOLF,2010
12/12/09,12,12,2009,E SIDE OF JUNCTION BUTTE,548977,4974224,FEMALE,OLD ADULT,DEFINITE WOLF,2010
11/24/09,11,24,2009,MAMMOTH/NEAR CHURCH,523882,4979781,UNKNOWN,CALF,PROBABLE WOLF,2010
11/14/09,11,14,2009,GRAVEL PI- BLACKTAIL,536192,4978066,UNKNOWN,CALF,PROBABLE WOLF,2010
11/20/09,11,20,2009,ABOVE PHANTOM LAKE,537857,4977641,UNKNOWN,CALF,PROBABLE WOLF,2010
11/25/09,11,25,2009,GARDNERS HOLE,516739,4976439,MALE,ADULT,PROBABLE WOLF,2010
11/25/09,11,25,2009,HAYDEN VALLEY,538509,4941822,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
11/26/09,11,26,2009,GEODE CREEK/COTTONWOOD OVERLOOK,539767,4978678,FEMALE,OLD ADULT,PROBABLE WOLF,2010
11/28/09,11,28,2009,ANTELOPE BASIN,549326,4968801,FEMALE,ADULT,PROBABLE WOLF,2010
11/29/09,11,29,2009,GARDNERS HOLE,516903,4976482,MALE,ADULT,PROBABLE WOLF,2010
11/29/09,11,29,2009,CACHE CREEK,571992,4964207,MALE,ADULT,PROBABLE WOLF,2010
11/30/09,11,30,2009,OXBOW CREEK,540627,4976024,UNKNOWN,CALF,DEFINITE WOLF,2010
11/27/09,11,27,2009,BACKSIDE OF PAINTED HILLS/RESCUE CR TRAIL,529223,4982595,UNKNOWN,CALF,PROBABLE WOLF,2010
12/1/09,12,1,2009,BLACKTAIL DEER CR/ S SIDE OF RD,532557,4977565,FEMALE,OLD ADULT,PROBABLE WOLF,2010
12/5/09,12,5,2009,GEODE MARSH,539579,4979581,FEMALE,OLD ADULT,PROBABLE WOLF,2010
12/6/09,12,6,2009,RESCUE CREEK TRAIL/BEHIND KNOB OF TREES,530372,4980731,FEMALE,OLD ADULT,PROBABLE WOLF,2010
12/7/09,12,7,2009,GARDNERS HOLE- GARDNER RIVER,517756,4974492,MALE,ADULT,PROBABLE WOLF,2010
12/3/09,12,3,2009,BLACKTAIL DR,536881,4977730,UNKNOWN,CALF,PROBABLE WOLF,2010
12/11/09,12,11,2009,LUPINE/LAVA CR MEADOWS,529935,4974034,MALE,ADULT,DEFINITE WOLF,2010
12/15/09,12,15,2009,MAMMOTH CAMPGROUND,524097,4980785,FEMALE,OLD ADULT,PROBABLE WOLF,2010
12/14/09,12,14,2009,ANTELOPE MARSH,538255,4979551,FEMALE,OLD ADULT,PROBABLE WOLF,2010
12/3/09,12,3,2009,REESE CREEK,514521,4988256,MALE,OLD ADULT,PROBABLE WOLF,2010
12/9/09,12,9,2009,UPPER HELLROARING CREEK,545247,4982014,MALE,YEARLING,PROBABLE WOLF,2010
12/4/09,12,4,2009,WEST OF ALDRIDGE LAKE,513789,4992663,FEMALE,ADULT,PROBABLE WOLF,2010
12/11/09,12,11,2009,E OF ANTELOPE CR,549421,4968806,FEMALE,ADULT,PROBABLE WOLF,2010
12/18/09,12,18,2009,E OF PETRIFIED TREE,544790,4973936,UNKNOWN,CALF,PROBABLE WOLF,2010
12/23/09,12,23,2009,PEBBLE CREEK/ S OF TROUT LAKE,569400,4972263,MALE,OLD ADULT,PROBABLE WOLF,2010
12/16/09,12,16,2009,S OF FISHERMANS PULLOUT,556744,4973115,UNKNOWN,CALF,DEFINITE WOLF,2010
12/16/09,12,16,2009,LAMAR RIVER,552444,4973565,FEMALE,ADULT,DEFINITE WOLF,2010
12/18/09,12,18,2009,AMTHYST CREEK,559244,4970615,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
12/25/09,12,25,2009,HELLROARING/ YELLOWSTONE CONFLUENCE,542144,4979415,FEMALE,ADULT,PROBABLE WOLF,2010
12/29/09,12,29,2009,BASE OF JUNCTION BUTTE,548144,4973515,FEMALE,ADULT,PROBABLE WOLF,2010
1/1/10,1,1,2010,NE OF JUNCTION BUTTE NEAR LAMAR X SLOUGH CONFLUENCE,550959,4974250,MALE,ADULT,PROBABLE WOLF,2010
1/9/10,1,9,2010,BLACKTAIL DR,538694,4976874,MALE,OLD ADULT,DEFINITE WOLF,2010
1/2/10,1,2,2010,ELK CREEK,544266,4975445,UNKNOWN,CALF,DEFINITE WOLF,2010
3/17/10,3,17,2010,N OF NORTH BUTTE,534402,4980252,UNKNOWN,CALF,DEFINITE WOLF,2010
1/12/10,1,12,2010,JUNCTION LAKE,548416,4976146,MALE,ADULT,PROBABLE WOLF,2010
1/18/10,1,18,2010,100 M SW OF HITCHING POST,565088,4968481,FEMALE,ADULT,PROBABLE WOLF,2010
1/26/10,1,26,2010,MAMMOTH HELO PAD,524587,4979656,FEMALE,OLD ADULT,PROBABLE WOLF,2010
1/24/10,1,24,2010,NE OF WRECKER'S PULLOUT,547407,4974560,FEMALE,OLD ADULT,PROBABLE WOLF,2010
1/1/10,1,1,2010,IN LAMAR RIVER - NW OF PEREGRINE KNOLLS,550444,4974115,MALE,OLD ADULT,PROBABLE WOLF,2010
1/28/10,1,28,2010,IN SLOUGH CREEK - 300M NW OF DAVES HILL,552577,4975028,FEMALE,OLD ADULT,PROBABLE WOLF,2010
2/3/10,2,3,2010,E OF NORTH BUTTE,535043,4979009,FEMALE,OLD ADULT,PROBABLE WOLF,2010
2/3/10,2,3,2010,SECRET PASSAGE,555961,4975756,MALE,ADULT,PROBABLE WOLF,2010
2/10/10,2,10,2010,MAMMOTH CAMPGROUND,524024,4980695,UNKNOWN,CALF,PROBABLE WOLF,2010
2/10/10,2,10,2010,N OF PEREGRINE KNOLLS,551395,4974943,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
2/11/10,2,11,2010,MAMMOTH HOUSING,524119,4979834,FEMALE,OLD ADULT,PROBABLE WOLF,2010
2/13/10,2,13,2010,S OF CAPITOL HILL,523525,4979740,FEMALE,OLD ADULT,PROBABLE WOLF,2010
2/13/10,2,13,2010,"LAMAR RIVER, NEAR OUTLET OF JASPER CREEK",559044,4971415,FEMALE,ADULT,DEFINITE WOLF,2010
2/6/10,2,6,2010,"LEDGE TRAIL, NE OF LAMAR PICNIC AREA",563301,4969290,MALE,OLD ADULT,DEFINITE WOLF,2010
2/20/10,2,20,2010,W OF MAMMOTH HELIPAD,524523,4979390,FEMALE,OLD ADULT,PROBABLE WOLF,2010
2/20/10,2,20,2010,W OF NORTH BUTTE,533449,4978689,UNKNOWN,CALF,PROBABLE WOLF,2010
2/22/10,2,22,2010,S END OF SECRET PASSAGE RIDGE,555641,4974700,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/3/10,3,3,2010,STEPHEN'S CREEK,519264,4984130,MALE,ADULT,PROBABLE WOLF,2010
3/1/10,3,1,2010,E OF S BUTTE,536185,4977236,UNKNOWN,CALF,PROBABLE WOLF,2010
3/3/10,3,3,2010,BOILING RIVER,524633,4981026,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
3/1/10,3,1,2010,TOWER CREEK,547739,4970741,MALE,ADULT,PROBABLE WOLF,2010
3/3/10,3,3,2010,"WRAITH FALLS, ACROSS FROM PULLOUT ON EVERTS SIDE",529621,4976941,MALE,YEARLING,PROBABLE WOLF,2010
3/6/10,3,6,2010,LOWER HELLROARING SLOPE,542974,4979262,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/7/10,3,7,2010,SECRET PASSAGE,555723,4975178,UNKNOWN,CALF,PROBABLE WOLF,2010
3/6/10,3,6,2010,"EAST OF SLOUGH CREEK ENTRANCE LOT, ADAM'S KNOB",554188,4974319,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/12/10,3,12,2010,SECRET PASSAGE,555888,4975938,MALE,ADULT,PROBABLE WOLF,2010
3/11/10,3,11,2010,LAMAR VALLEY,561534,4968103,MALE,ADULT,DEFINITE WOLF,2010
3/24/10,3,24,2010,EAST OF TROUGH AREA,546687,4977951,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/28/10,3,28,2010,NW OF HELLROARING SUSPENSION BRIDGE,543751,4978910,FEMALE,OLD ADULT,PROBABLE WOLF,2010
4/4/10,4,4,2010,N OF WRECKER PULLOUT,547442,4974796,UNKNOWN,OLD ADULT,PROBABLE WOLF,2010
3/8/10,3,8,2010,CANYON /CRK S OF YELLOWSTONE RIVER OOFF HELLROARING SLOPE,542129,4978410,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/10/10,3,10,2010,20 METERS OFF N SIDE ROAD ACROSS FROM MARY MAR,532751,4978128,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/10/10,3,10,2010,UPPER BLACKTAIL,534737,4969906,MALE,ADULT,PROBABLE WOLF,2010
3/11/10,3,11,2010,E OF BLACKTAIL,535962,4974347,MALE,OLD ADULT,PROBABLE WOLF,2010
3/13/10,3,13,2010,NORTH OF NORTH BUTTE/S OF YELLOWSTONE RIVER,533806,4981014,UNKNOWN,CALF,PROBABLE WOLF,2010
3/19/10,3,19,2010,LUPINE MEADOWS,530087,4973874,MALE,ADULT,PROBABLE WOLF,2010
3/19/10,3,19,2010,NE OF WRAITH FALLS PULLOUT,529814,4976840,MALE,OLD ADULT,PROBABLE WOLF,2010
3/19/10,3,19,2010,ANTELOPE CREEK,547869,4968003,MALE,OLD ADULT,PROBABLE WOLF,2010
3/19/10,3,19,2010,LAMAR RIVER,569262,4960394,MALE,ADULT,PROBABLE WOLF,2010
3/23/10,3,23,2010,RAINBOW LAKES,519862,4985552,FEMALE,ADULT,PROBABLE WOLF,2010
3/23/10,3,23,2010,NW OF OXBOW BENCH,535982,4980499,FEMALE,CALF,DEFINITE WOLF,2010
3/25/10,3,25,2010,SLOUGH CREEK WAGON ROAD,555455,4976936,MALE,ADULT,PROBABLE WOLF,2010
3/25/10,3,25,2010,STRING OF TREES,535153,4975092,MALE,ADULT,DEFINITE WOLF,2010
3/16/10,3,16,2010,NE OXBOW BENCH,537745,4979787,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/29/10,3,29,2010,"LOWER MAMMOTH S OF BONE FREEZER, W SIDE OF GARDINER R",524959,4979569,FEMALE,OLD ADULT,PROBABLE WOLF,2010
3/27/10,3,27,2010,BLACKTAIL DEER CREEK,532334,4979448,FEMALE,OLD ADULT,PROBABLE WOLF,2010
4/9/10,4,9,2010,BLACK HOLE,536446,4976498,FEMALE,ADULT,PROBABLE WOLF,2010
4/9/10,4,9,2010,SHEEP CLIFFS,546711,4976292,UNKNOWN,CALF,DEFINITE WOLF,2010
4/8/10,4,8,2010,HELLROARING CREEK,541369,4980134,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
4/10/10,4,10,2010,W OF LAMAR RIVER X YELLOWSTONE CONFLUENCE,546345,4975148,FEMALE,ADULT,PROBABLE WOLF,2010
4/13/10,4,13,2010,EXCLOSURE NEAR STEPHEN'S CRK,519269,4988357,FEMALE,ADULT,PROBABLE WOLF,2010
4/17/10,4,17,2010,W OF RYE POND NEAR EXCLOSURE FENCE IN MAMMOTH,523745,4978467,FEMALE,OLD ADULT,PROBABLE WOLF,2010
4/18/10,4,18,2010,NW SIDE OF OXBOW BENCH,536588,4979557,UNKNOWN,ADULT,PROBABLE WOLF,2010
4/18/10,4,18,2010,3/4 MILE NORTH OF WRECKER PULLOUT,547414,4975457,FEMALE,ADULT,PROBABLE WOLF,2010
4/21/10,4,21,2010,OXBOW BENCH,536900,4979697,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
3/31/10,3,31,2010,OXBOW CREEK NEAR ROAD,536515,4978495,FEMALE,OLD ADULT,PROBABLE WOLF,2010
1/28/10,1,28,2010,CACHE CREEK,570863,4964186,UNKNOWN,UNKNOWN,PROBABLE WOLF,2010
4/27/10,4,27,2010,SE OF BIG BEND IN HELLROARING CREEK,543371,4979688,UNKNOWN,ADULT,PROBABLE WOLF,2010
4/1/10,4,1,2010,RESCUE CREEK TRAIL BELOW MCMINN BENCH,524382,4985293,FEMALE,CALF,PROBABLE WOLF,2010
11/2/10,11,2,2010,S OF LAMAR/SODA BUTTE CONFLUENCE,564044,4968365,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
11/6/10,11,6,2010,N OF HUBBARD HILL- LAMAR VALLEY,562844,4972215,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
11/14/10,11,14,2010,NE OF INSTITUTE,563094,4972465,UNKNOWN,ADULT,DEFINITE WOLF,2011
11/18/10,11,18,2010,1 MILE NW OF COYOTE OVERLOOK,558694,4974376,UNKNOWN,CALF,PROBABLE WOLF,2011
11/29/10,11,29,2010,SLOUGH CREEK,553677,4975262,FEMALE,OLD ADULT,PROBABLE WOLF,2011
12/3/10,12,3,2010,SOUTH OF DRUID PEAK,563004,4970721,UNKNOWN,CALF,PROBABLE WOLF,2011
11/15/10,11,15,2010,LAVA CREEK,529417,4976122,UNKNOWN,CALF,PROBABLE WOLF,2011
11/16/10,11,16,2010,HELLROARING CREEK,542615,4980039,UNKNOWN,CALF,DEFINITE WOLF,2011
11/17/10,11,17,2010,EAST OF FLOATING ISLAND/ WEST OF GARNET HILL,544172,4976541,UNKNOWN,CALF,PROBABLE WOLF,2011
11/18/10,11,18,2010,SW OF SUSPENSION BRIDGE (HELLROARING) IN RIVER CORRIDOR,543139,4978510,UNKNOWN,CALF,DEFINITE WOLF,2011
11/18/10,11,18,2010,EAST FLANK OF EVERTS,530770,4979399,UNKNOWN,CALF,PROBABLE WOLF,2011
11/4/10,11,4,2010,S OF BUNSON,522244,4973865,UNKNOWN,ADULT,PROBABLE WOLF,2011
11/25/10,11,25,2010,S SIDE RD ACROSS FROM EAST END OXBOW BENCH,538522,4977881,FEMALE,OLD ADULT,PROBABLE WOLF,2011
11/29/10,11,29,2010,NW SIDE OF EVERTS,526721,4984446,FEMALE,OLD ADULT,PROBABLE WOLF,2011
11/23/10,11,23,2010,EAST OF GEODE MARSH,540751,4979121,FEMALE,OLD ADULT,PROBABLE WOLF,2011
12/10/10,12,10,2010,SOUTH OF DRUID PEAK,561138,4970836,FEMALE,OLD ADULT,PROBABLE WOLF,2011
12/13/10,12,13,2010,S OF HITCHING POST,564919,4968395,FEMALE,YEARLING,PROBABLE WOLF,2011
11/26/10,11,26,2010,NORTH OF TOWER JUNCTION,546744,4974165,FEMALE,ADULT,PROBABLE WOLF,2011
12/4/10,12,4,2010,FORD OF HELLROARING CREEK,542979,4979890,FEMALE,YEARLING,PROBABLE WOLF,2011
11/17/10,11,17,2010,SOUTH OF GARNET HILL,543964,4976872,UNKNOWN,YEARLING,PROBABLE WOLF,2011
12/4/10,12,4,2010,SPECIMEN RIDGE-HEAD OF AGATE CREEK,554439,4968471,MALE,ADULT,PROBABLE WOLF,2011
12/6/10,12,6,2010,SW OF NE ENTRANCE,576862,4983646,UNKNOWN,ADULT,PROBABLE WOLF,2011
12/6/10,12,6,2010,W FLANK EVERTS/ ABOVE BONE YARD,525380,4980061,UNKNOWN,CALF,PROBABLE WOLF,2011
11/28/10,11,28,2010,EVERTS,526669,4982285,MALE,YEARLING,PROBABLE WOLF,2011
12/5/10,12,5,2010,MAMMOTH,523831,4979349,UNKNOWN,CALF,PROBABLE WOLF,2011
12/12/10,12,12,2010,BLACKTAIL DEER CREEK,533027,4975722,FEMALE,OLD ADULT,DEFINITE WOLF,2011
12/10/10,12,10,2010,HEAD OF OXBOW CREEK,541325,4971835,MALE,OLD ADULT,PROBABLE WOLF,2011
12/8/10,12,8,2010,CREVICE MT,532893,4985260,FEMALE,CALF,PROBABLE WOLF,2011
12/26/10,12,26,2010,HELLROARING CREEK,543044,4980065,UNKNOWN,UNKNOWN,DEFINITE WOLF,2011
12/22/10,12,22,2010,LOWER BARRONETTE MEADOW,572844,4978015,FEMALE,UNKNOWN,PROBABLE WOLF,2011
12/17/10,12,17,2010,MAMMOTH MAINTENANCE AREA,523544,4978265,FEMALE,ADULT,PROBABLE WOLF,2011
12/19/10,12,19,2010,NE FISHERMANS PULLOUT,557894,4973965,FEMALE,OLD ADULT,PROBABLE WOLF,2011
1/3/11,1,3,2011,SLOUGH CREEK,553556,4975585,UNKNOWN,CALF,PROBABLE WOLF,2011
1/11/11,1,11,2011,"EAST FORK OF BLACKTAIL, SOUTH OF S-CURVES",534610,4977020,MALE,OLD ADULT,PROBABLE WOLF,2011
1/3/11,1,3,2011,SLOUGH CREEK,553544,4975565,FEMALE,ADULT,PROBABLE WOLF,2011
1/13/11,1,13,2011,SOUTH OF SOUTH BUTTE,534792,4976947,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
1/20/11,1,20,2011,BLACKTAIL PONDS,531040,4977778,FEMALE,ADULT,PROBABLE WOLF,2011
1/14/11,1,14,2011,NW OF DOROTHY'S KNOLL,559194,4973915,FEMALE,UNKNOWN,PROBABLE WOLF,2011
1/17/11,1,17,2011,SE OF LAMAR X SODA BUTTE,564594,4968352,MALE,ADULT,PROBABLE WOLF,2011
1/20/11,1,20,2011,LAMAR RIVER-BASE OF JASPER BENCH,558417,4971991,FEMALE,OLD ADULT,PROBABLE WOLF,2011
1/26/11,1,26,2011,NORTH END EVERTS-W OF TURKEY PEN,526643,4984495,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
1/28/11,1,28,2011,SOUTH OF TROUGH,547573,4976250,FEMALE,ADULT,PROBABLE WOLF,2011
2/2/11,2,2,2011,ELK PLAZA,523504,4981692,FEMALE,ADULT,PROBABLE WOLF,2011
1/31/11,1,31,2011,NEAR YELLOWSTONE X LAMAR,541794,4980565,FEMALE,ADULT,DEFINITE WOLF,2011
1/23/11,1,23,2011,EAST SIDE OF AMETHYST DRAINAGE,558994,4969215,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
2/4/11,2,4,2011,UPPER TERRACES,522896,4979460,FEMALE,OLD ADULT,PROBABLE WOLF,2011
2/6/11,2,6,2011,ICE BOX CANYON,572132,4975714,FEMALE,OLD ADULT,PROBABLE WOLF,2011
2/15/11,2,15,2011,EASTERN MOM'S RIDGE,550204,4974445,FEMALE,ADULT,DEFINITE WOLF,2011
2/10/11,2,10,2011,CRYSTAL CREEK,553644,4973065,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
2/24/11,2,24,2011,OLD GARDNER RD,523613,4981828,FEMALE,OLD ADULT,PROBABLE WOLF,2011
2/25/11,2,25,2011,NORTH OF WRAITH FALLS,529756,4976758,FEMALE,ADULT,PROBABLE WOLF,2011
2/23/11,2,23,2011,SLOUGH CREEK,553294,4976965,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
3/4/11,3,4,2011,NE OF MIDPOINT,562340,4970559,FEMALE,OLD ADULT,DEFINITE WOLF,2011
3/2/11,3,2,2011,E OF ROUND PRARIE,570202,4972420,MALE,ADULT,PROBABLE WOLF,2011
3/10/11,3,10,2011,SODA BUTTE X LAMAR,563724,4968814,MALE,ADULT,PROBABLE WOLF,2011
3/12/11,3,12,2011,S OF LAMAR CANYON WEST,554885,4974129,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/15/11,3,15,2011,SLOUGH CREEK,552393,4975596,FEMALE,ADULT,DEFINITE WOLF,2011
3/15/11,3,15,2011,SLOUGH CREEK,552363,4975646,FEMALE,CALF,DEFINITE WOLF,2011
2/27/11,2,27,2011,BLACKTAIL DEER CREEK,533338,4977730,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/2/11,3,2,2011,NW OF NORTH BUTTE/BLACKTAIL DEER CREEK OFFSHOOT,532607,4980323,FEMALE,CALF,PROBABLE WOLF,2011
3/3/11,3,3,2011,"GARDNER RIVER, SOUTH OF BONE YARD",525186,4979419,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/4/11,3,4,2011,"N OF RESCUE CR/ BLACKTAIL CREEK TRAILHEAD, WEST OF BLACKTAIL CR",532055,4978610,FEMALE,ADULT,PROBABLE WOLF,2011
3/5/11,3,5,2011,EAST OF OXBOW BENCH/S END OF ANTELOPE MARSH,538401,4980067,FEMALE,ADULT,PROBABLE WOLF,2011
3/7/11,3,7,2011,WEST OF NORTH BUTTE,533409,4979030,UNKNOWN,CALF,PROBABLE WOLF,2011
3/8/11,3,8,2011,SW OF BASALT CLIFFS,542455,4980819,FEMALE,OLD ADULT,DEFINITE WOLF,2011
3/1/11,3,1,2011,UPPER ELK CREEK,540474,4972607,MALE,YEARLING,PROBABLE WOLF,2011
3/3/11,3,3,2011,SPECIMEN RIDGE ATOP A WESTERB BENCH- ELK OF YELLOWSTONE RIVER,550152,4970824,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/5/11,3,5,2011,N SLOPE SPECIMEN,551143,4971438,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/9/11,3,9,2011,CAPITOL HILL CARCASS #2,523539,4979623,UNKNOWN,CALF,PROBABLE WOLF,2011
2/27/11,2,27,2011,YELLOWSTONE INSTITUTE,561994,4971365,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
3/11/11,3,11,2011,WEST OF NORTH BUTTE,533431,4979090,MALE,YEARLING,PROBABLE WOLF,2011
3/12/11,3,12,2011,MOM'S RIDGE,549434,4975321,FEMALE,CALF,DEFINITE WOLF,2011
3/11/11,3,11,2011,WEST OF NORTH BUTTE,533279,4979140,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/14/11,3,14,2011,NORTH OF NORTH BUTTE,534138,4979504,MALE,YEARLING,PROBABLE WOLF,2011
3/15/11,3,15,2011,SHOOTING RANGE FLATS,524428,4984959,MALE,YEARLING,PROBABLE WOLF,2011
3/15/11,3,15,2011,NW END OF EVERTS,525765,4984479,FEMALE,OLD ADULT,DEFINITE WOLF,2011
3/17/11,3,17,2011,NORTH OF MAIN FORK OF BLACKTAIL DEER CR,533405,4975589,MALE,OLD ADULT,PROBABLE WOLF,2011
3/7/11,3,7,2011,MAMMOTH POWER HOUSE APARTMENTS,524074,4979595,FEMALE,ADULT,PROBABLE WOLF,2011
3/8/11,3,8,2011,WEST SIDE SPECIMEN RIDGE/ NORTH OF QUARTZ CREEK,550949,4969750,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/9/11,3,9,2011,YCC DORM CARCASS #1,523306,4978105,FEMALE,ADULT,PROBABLE WOLF,2011
3/9/11,3,9,2011,YCC DORM CARCASS #2,523221,4978134,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/9/11,3,9,2011,WEST SIDE SPECIMEN RIDGE- NORTH OF QUARTZ CREEK,549854,4970005,UNKNOWN,CALF,PROBABLE WOLF,2011
3/5/11,3,5,2011,N SLOPE OF SPECIMEN,551238,4971340,FEMALE,ADULT,PROBABLE WOLF,2011
3/5/11,3,5,2011,OXBOW BENCH,537988,4979564,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/4/11,3,4,2011,OXBOW CREEK,534949,4981122,UNKNOWN,UNKNOWN,PROBABLE WOLF,2011
3/12/11,3,12,2011,EAGLE CREEK,525654,4988421,FEMALE,CALF,PROBABLE WOLF,2011
3/12/11,3,12,2011,EAGLE CREEK,525657,4988418,MALE,CALF,PROBABLE WOLF,2011
3/10/11,3,10,2011,MT WASHBURN,545620,4964088,MALE,OLD ADULT,PROBABLE WOLF,2011
3/13/11,3,13,2011,W SIDE SPECIMEN ABOVE YELLOWSTONE RIVER,550614,4969302,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/28/11,3,28,2011,NW END OF SHEEPEATER CLIFFS,525319,4977674,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/20/11,3,20,2011,BELOW WEST END OF MOM'S RIDGE,549082,4975690,FEMALE,YEARLING,PROBABLE WOLF,2011
3/21/11,3,21,2011,EASTERN TRUMPETER LAKE,550055,4973994,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/21/11,3,21,2011,YELLOWSTONE X HELLROARING CONFLUENCE,541513,4980264,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/26/11,3,26,2011,SOUTH OF UPPER GEODE CREEK,540515,4977193,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/26/11,3,26,2011,S OF UPPER GEODE,540526,4977190,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/15/11,3,15,2011,NORTH SLOPE OF SPECIMEN,551142,4971815,FEMALE,CALF,PROBABLE WOLF,2011
3/18/11,3,18,2011,N OF LAMAR BUFFALO RANCH,561726,4972547,FEMALE,ADULT,PROBABLE WOLF,2011
3/23/11,3,23,2011,N OF PICNIC AREA- LAMAR,562656,4969936,FEMALE,OLD ADULT,DEFINITE WOLF,2011
3/21/11,3,21,2011,N OF PEBBLE CREEK,570721,4974456,FEMALE,ADULT,PROBABLE WOLF,2011
3/25/11,3,25,2011,JUST WEST OF YELLOWSTONE INSTITUE,560215,4971898,UNKNOWN,CALF,DEFINITE WOLF,2011
3/26/11,3,26,2011,JUST N OF YELLOWSTONE INSTITUTE,560798,4971802,FEMALE,CALF,PROBABLE WOLF,2011
3/26/11,3,26,2011,N OF MIDPOINT,561883,4970859,UNKNOWN,CALF,DEFINITE WOLF,2011
3/18/11,3,18,2011,N OF SPECIMEN-JUST WEST OF CRYSTAL CREEK NEAR CONSTRUCTION SITE,553475,4972976,FEMALE,OLD ADULT,PROBABLE WOLF,2011
3/19/11,3,19,2011,W SIDE SPECIMEN- N OF QUARTZ CREEK,550265,4969543,FEMALE,OLD ADULT,PROBABLE WOLF,2011
