ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
1512,10/18/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1516,10/18/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1518,10/18/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1519,10/18/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
120,11/2/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
139,11/2/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1110,11/2/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/2/2017,7:50:00 AM,Ground,,BM,,YES,,North Butte,YES,534542,4978744,,winter,,,grazing,no,4,,4,0,0,0,no,,,
1123,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1125,11/2/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/2/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1129,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1210,11/2/2017,,Ground,,BM,,YES,Oxbow Bench,,NO,,,,winter,,,,,,,,,,,,,,
1306,11/2/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1309,11/2/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1320,11/2/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1412,11/2/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1417,11/2/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1506,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1509,11/2/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1511,11/2/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1514,11/2/2017,8:03:00 AM,Ground,,BM,,YES,,North Butte,YES,534802,4978845,,winter,,,grazing,no,27,,26,0,1,0,yes,with 1710.,,
1516,11/2/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1517,11/2/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1518,11/2/2017,9:27:00 AM,Ground,,BM,,YES,,Vader Hill,YES,546609,4974628,,winter,,,grazing,unk,84,,70,11,1,2,no,,,
1519,11/2/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1623,11/2/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1704,11/2/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1707,11/2/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1710,11/2/2017,8:14:00 AM,Ground,,BM,,YES,,North Butte,YES,534761,4978886,,winter,,,grazing,no,27,,26,0,1,0,yes,with 1514.,,
120,11/5/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/5/2017,,Ground,,BM,,YES,Tower Junction,,NO,,,,winter,,,,,,,,,,,,,,
139,11/5/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1110,11/5/2017,,Ground,,BM,,YES,Tower Junction,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/5/2017,,Ground,,BM,,YES,Phantom Lake,,NO,,,,winter,,,,,,,,,,,,,,
1123,11/5/2017,,Ground,,BM,,YES,Tower Junction,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/5/2017,,Ground,,BM,,YES,Tower Junction,,NO,,,,winter,,,,,,,,,,,,,,
1125,11/5/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/5/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1129,11/5/2017,,Ground,,BM,,YES,Tower Junction,,NO,,,,winter,,,,,,,,,,,,,,
1306,11/5/2017,,Ground,,BM,,YES,Upper Geode,,NO,,,,winter,,,,,,,,,,,,,,
1307,11/5/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1310,11/5/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1320,11/5/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1412,11/5/2017,,Ground,,BM,,YES,S Curves,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/5/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1417,11/5/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1501,11/5/2017,7:51:00 AM,Ground,,BM,,YES,,Vader Hill,YES,546240,4974539,,winter,,,grazing,no,9,,9,0,0,0,no,low battery beacon,,
1504,11/5/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1506,11/5/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1509,11/5/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1512,11/5/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1516,11/5/2017,8:35:00 AM,Ground,,BM,,YES,,Vader Hill,YES,546670,4974649,,winter,,,grazing,unk,31,,23,5,0,3,no,,,
1518,11/5/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1703,11/5/2017,10:16:00 AM,Ground,,BM,,YES,,Junction Butte,YES,548443,4974152,,winter,,,grazing,unk,,,,,,,,,,
1113,11/6/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1114,11/6/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/6/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1302,11/6/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1307,11/6/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1407,11/6/2017,3:18:00 PM,Ground,,BM,,NO,,Gardiner,YES,523836,4986424,,winter,,,grazing,yes,4,,2,2,0,0,no,,,
1407,11/6/2017,8:02:00 AM,Ground,,BM,,NO,,Gardiner,YES,523832,4986431,,winter,,,grazing,unk,6,,4,2,0,0,no,No beacon detected. White rump patch & cropped L ear.,,
1412,11/6/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/6/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1417,11/6/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1421,11/6/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1504,11/6/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1515,11/6/2017,,Ground,,BM,,YES,Arch,,NO,,,,winter,,,,,,,,,,,,,,
120,11/9/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1110,11/9/2017,9:10:00 AM,Ground,,BM,,YES,,Junction Butte,YES,547811,4974365,,winter,,,bedded,unk,14,,9,4,0,1,yes,,,
1111,11/9/2017,,Ground,,BM,,YES,Upper Geode,,NO,,,,winter,,,,,,,,,,,,,,
1119,11/9/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1123,11/9/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1306,11/9/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1310,11/9/2017,4:13:00 PM,Ground,,BM,,YES,,Junction Lake,YES,547495,4976352,,winter,,,walking,no,13,,13,0,0,0,yes,with 1704.,,
1404,11/9/2017,,Ground,,BM,,YES,Petrified Tree,,NO,,,,winter,,,,,,,,,,,,,,
1407,11/9/2017,3:18:00 PM,Ground,,BM,,NO,,Gardiner,YES,523836,4986424,,winter,,,grazing,yes,4,,2,2,0,0,no,No beacon.,,
1501,11/9/2017,8:22:00 AM,Ground,,BM,,YES,,Yancy's,YES,545565,4975630,,winter,,,grazing,no,7,,7,0,0,0,no,Low battery beacon,,
1509,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1511,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1513,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1516,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1517,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1518,11/9/2017,7:39:00 AM,Ground,,BM,,YES,,Yancy's,YES,545751,4975195,,winter,,,grazing,yes,13,,11,2,0,0,no,,,
1519,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1615,11/9/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1703,11/9/2017,9:10:00 AM,Ground,,BM,,YES,,Junction Butte,YES,547811,4974365,,winter,,,bedded,unk,14,,9,4,0,1,yes,,,
1704,11/9/2017,9:36:00 AM,Ground,,BM,,YES,,Mom's ridge,YES,548147,4976475,,winter,,,grazing,no,5,,5,0,0,0,no,Spooked by Junction Butte wolves.,,
1704,11/9/2017,4:06:00 PM,Ground,,BM,,YES,,Junction Lake,YES,547625,4976355,,winter,,,grazing,no,13,,13,0,0,0,yes,with 1310.,,
1706,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1707,11/9/2017,,Ground,,BM,,YES,Wrecker,,NO,,,,winter,,,,,,,,,,,,,,
1709,11/9/2017,3:31:00 PM,Ground,,BM,,YES,,Densite Cliffs,YES,547172,4976557,,winter,,,grazing,no,6,,6,0,0,0,no,,,
120,11/10/2017,8:29:00 AM,Ground,,BM,,YES,,Oxbow Bench,YES,536498,4979119,,winter,,,grazing,unk,62,,51,3,3,5,yes,with 1514.,,
1110,11/10/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/10/2017,,Ground,,BM,,YES,Blacktail Drive Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1113,11/10/2017,,Ground,,BM,,YES,Blacktail Drive Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1119,11/10/2017,,Ground,,BM,,YES,Blacktail Drive Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1123,11/10/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1309,11/10/2017,,Ground,,BM,,YES,Blacktail Drive Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1310,11/10/2017,,Ground,,BM,,YES,Yellowstone Picnic,,NO,,,,winter,,,,,,,,,,,,,,
1407,11/10/2017,4:12:00 PM,Ground,,BM,,NO,,Gardiner,YES,523962,4986590,,winter,,,grazing,yes,34,,22,10,0,2,yes,1421 and unknown lifecycle collar present.,,
1412,11/10/2017,,Ground,,BM,,YES,Blacktail Drive Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1421,11/10/2017,4:10:00 PM,Ground,,BM,,YES,,Gardiner,YES,523981,4986584,,winter,,,grazing,unk,34,,22,10,0,2,yes,1407 and unknown lifecycle collar present.,,
1501,11/10/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,Low battery beacon,,
1514,11/10/2017,8:01:00 AM,Ground,,BM,,YES,,Oxbow Bench,YES,536704,4979006,,winter,,,walking,unk,62,,51,3,3,5,yes,,,
1114,11/11/2017,,Ground,,BM,,YES,Undine Falls,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/11/2017,,Ground,,BM,,YES,Undine Falls,,NO,,,,winter,,,,,,,,,,,,,,
139,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1114,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1131,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1302,11/12/2017,7:33:00 AM,Ground,,BM,,YES,,Shooting Range Flats,YES,524320,4985230,,winter,,,grazing,yes,169,,130,30,1,8,yes,"with 1601, 1631, and unknown satellite collar",,
1307,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1417,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1421,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1504,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1512,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1515,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1601,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1601,11/12/2017,8:00:00 AM,Ground,,BM,,YES,,Shooting Range Flats,YES,524320,4985230,,winter,,,walking,unk,169,,130,30,1,8,yes,"with 1302, 1631, and unknown satellite collar",,
1623,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1627,11/12/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1629,11/12/2017,7:17:00 AM,Ground,,BM,,NO,,West of Rescue Creek TH,YES,524061,4984724,,winter,,,standing,no,6,,6,0,0,0,no,No beacon during obs but heard it later.,,
1631,11/12/2017,8:05:00 AM,Ground,,BM,,YES,,Shooting Range Flats,YES,524597,4984882,,winter,,,standing,unk,169,,130,30,1,8,yes,"with 1302, 1601, and unknown satellite collar",,
1631,11/12/2017,4:28:00 PM,Ground,,BM,,NO,,Above Shooting Range Flats,YES,524671,4984430,,winter,,,walking,unk,169,,130,30,1,8,yes,with unknown satellite collar,,
1114,11/16/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/16/2017,,Ground,,BM,,YES,Gardiner Cemetery,,NO,,,,winter,,,,,,,,,,,,,,
1131,11/16/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1301,11/16/2017,,Ground,,BM,,YES,Gardiner Cemetery,,NO,,,,winter,,,,,,,,,,,,,,
1302,11/16/2017,,Ground,,BM,,YES,Gardiner Cemetery,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/16/2017,,Ground,,BM,,YES,Undine Falls,,NO,,,,winter,,,,,,,,,,,,,,
1417,11/16/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1515,11/16/2017,,Ground,,BM,,YES,Gardiner Cemetery,,NO,,,,winter,,,,,,,,,,,,,,
1601,11/16/2017,3:19:00 PM,Ground,,BM,,NO,,Hills North of Sepulcher,YES,521159,4985664,,winter,,,grazing,no,53,,37,10,2,4,no,,,
1622,11/16/2017,4:09:00 PM,Ground,,BM,,NO,,Hills North of Sepulcher,YES,521753,4985287,,winter,,,grazing,yes,21,,12,4,0,5,yes,with 1631.,,
1631,11/16/2017,4:04:00 PM,Ground,,BM,,NO,,Hills North of Sepulcher,YES,521650,4985411,,winter,,,grazing,no,21,,12,4,0,5,yes,with 1622.,,
139,11/17/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/17/2017,4:24:00 PM,Ground,,BM,,YES,,Reese Creek,YES,519502,4986708,,winter,,,grazing,unk,161,,137,7,7,10,yes,with 1631.,,
1131,11/17/2017,2:55:00 PM,Ground,,BM,,YES,,Hills North of Sepulcher,YES,522545,4985409,,winter,,,standing,no,11,,6,0,1,4,no,,,
1301,11/17/2017,,Ground,,BM,,YES,Rescue Creek,,NO,,,,winter,,,,,,,,,,,,,,
1304,11/17/2017,8:08:00 AM,Ground,,BM,,YES,,Hills North of Sepulcher,YES,523206,4984903,,winter,,,grazing,unk,12,,9,2,1,0,no,,,
1307,11/17/2017,,Ground,,BM,,YES,Rescue Creek,,NO,,,,winter,,,,,,,,,,,,,,
1308,11/17/2017,7:33:00 AM,Ground,,BM,,YES,,Hills North of Sepulcher,YES,523196,4985187,,winter,,,grazing,no,2,,2,0,0,0,no,,,
1504,11/17/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1515,11/17/2017,9:09:00 AM,Ground,,BM,,YES,,Rainbow Lakes,YES,519919,4985203,,winter,,,grazing,no,30,,25,1,1,3,no,,,
1619,11/17/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
1627,11/17/2017,,Ground,,BM,,YES,Roosevelt Arch,,NO,,,,winter,,,,,,,,,,,,,,
120,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/18/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1110,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/18/2017,,Ground,,BM,,YES,Phantom Lake,,NO,,,,winter,,,,,,,,,,,,,,
1119,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1123,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/18/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1125,11/18/2017,,Ground,,BM,,YES,Phantom Lake,,NO,,,,winter,,,,,,,,,,,,,,
1129,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1208,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1306,11/18/2017,,Ground,,BM,,YES,Upper Geode,,NO,,,,winter,,,,,,,,,,,,,,
1309,11/18/2017,7:34:00 AM,Ground,,BM,,YES,,North Butte,YES,534486,4978905,,winter,,,walking,no,5,,3,1,0,1,no,,,
1310,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1320,11/18/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/18/2017,7:06:00 AM,Ground,,BM,,YES,,Between High Bridge & Undine Fals,YES,526028,4977734,,winter,,,grazing,no,3,,3,0,0,0,no,,,
1509,11/18/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1511,11/18/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1512,11/18/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1514,11/18/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1518,11/18/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1519,11/18/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
120,11/19/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/19/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/19/2017,,Ground,,BM,,YES,Phantom Lake,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/19/2017,9:15:00 AM,Ground,,BM,,YES,,Mom's Ridge,YES,547468,4976811,,winter,,,grazing,unk,31,,22,5,3,1,yes,With Elk# 1706.,,
1125,11/19/2017,,Ground,,BM,,YES,Phantom Lake,,NO,,,,winter,,,,,,,,,,,,,,
1306,11/19/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1310,11/19/2017,,Ground,,BM,,YES,North Butte,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/19/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1501,11/19/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,Low battery beacon,,
1509,11/19/2017,8:03:00 AM,Ground,,BM,,YES,,Near Junction Lake,YES,548505,4975472,,winter,,,grazing,unk,32,,21,7,1,3,yes,with 1707.,,
1512,11/19/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1516,11/19/2017,,Ground,,BM,,YES,Upper Geode,,NO,,,,winter,,,,,,,,,,,,,,
1706,11/19/2017,9:15:00 AM,Ground,,BM,,YES,,Mom's Ridge,YES,547665,4976791,,winter,,,grazing,unk,31,,22,5,3,1,yes,With elk#1124.,,
1707,11/19/2017,8:19:00 AM,Ground,,BM,,YES,,Near Junction Lake,YES,548435,4975485,,winter,,,grazing,yes,32,,21,7,1,3,yes,with 1509.,,
1709,11/19/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
1710,11/19/2017,,Ground,,BM,,YES,Boulder,,NO,,,,winter,,,,,,,,,,,,,,
139,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1114,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1126,11/25/2017,10:00:00 AM,Ground,,BM,,YES,,Above Rainbow Lakes,YES,520481,4984698,,winter,,,,unk,70,,55,8,0,7,yes,"with 1504, 1515, & 1307.",,
1131,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1302,11/25/2017,9:20:00 AM,Ground,,BM,,YES,,Hills North of Sepulcher,YES,521541,4985706,,winter,,,grazing,yes,7,,4,3,0,0,no,,,
1304,11/25/2017,7:44:00 AM,Ground,,BM,,YES,,Hills North of Sepulcher,YES,522720,4985070,,winter,,,grazing,unk,44,,31,9,0,4,no,,,
1307,11/25/2017,10:00:00 AM,Ground,,BM,,YES,,Above Rainbow Lakes,YES,520481,4984698,,winter,,,,unk,70,,55,8,0,7,yes,"with 1126, 1515, & 1504.",,
1308,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1404,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1412,11/25/2017,,Ground,,BM,,YES,Entrance,,NO,,,,winter,,,,,,,,,,,,,,
1414,11/25/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1504,11/25/2017,10:05:00 AM,Ground,,BM,,YES,,Above Rainbow Lakes,YES,520481,4984698,,winter,,,grazing,unk,70,,55,8,0,7,yes,"with 1515, 1126, & 1307.",,
1515,11/25/2017,10:00:00 AM,Ground,,BM,,YES,,Above Rainbow Lakes,YES,520481,4984698,,winter,,,grazing,unk,70,,55,8,0,7,yes,"with 1504, 1126 & 1307.",,
120,11/27/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
132,11/27/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
139,11/27/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1110,11/27/2017,,Ground,,BM,,YES,Blacktail Ponds,,NO,,,,winter,,,,,,,,,,,,,,
1111,11/27/2017,2:11:00 PM,Ground,,BM,,YES,,Oxbow Bench,YES,536835,4978526,,winter,,,grazing,unk,50,,41,5,2,2,yes,with 1125.,,
1114,11/27/2017,,Ground,,BM,,YES,Mammoth,,NO,,,,winter,,,,,,,,,,,,,,
1119,11/27/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1123,11/27/2017,,Ground,,BM,,YES,Hellroaring,,NO,,,,winter,,,,,,,,,,,,,,
1124,11/27/2017,,Ground,,BM,,YES,Elk Creek,,NO,,,,winter,,,,,,,,,,,,,,
1125,11/27/2017,2:11:00 PM,Ground,,BM,,YES,,Oxbow Bench,YES,536775,4978557,,winter,,,bedded,unk,50,,41,5,2,2,yes,with 1111.,,
