ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
6,8/2/2000,10:36:00 AM,Air,DC,JM,,,,Sheepeater Cliffs,Yes,523702,4972517,,summer,"bdt, lp regrowth",tree (lp),walking,no,1,alone,1,,,,,,6,
7,8/2/2000,8:06:00 AM,Air,DC,JM,,,,Upper Gallatin R.,Yes,506750,4972035,,summer,"sf, wb",,bedded,unk,4+,"2 cows, 2 calves",2,2,,,,in trees; could be more elk,7,
8,8/2/2000,8:18:00 AM,Air,DC,JM,,,,Panther Ck.,Yes,510773,4969257,,summer,"sf, near burn",,*standing,no,>50,cow/calf,Yes,Yes,,,y2,*very scattered group; same large group as 219.340 (~100-200 m apart); near group w/ 220.140,8,
10,8/2/2000,9:06:00 AM,Air,DC,JM,,,,S. side Quadrant,No,511937,4971386,,summer,sf,,"unknown, no visual",unk,3+,cows,Yes,,,,,probably in trees,10,
12,8/2/2000,8:32:00 AM,Air,DC,JM,,,,Panther Ck.,Yes,511292,4969129,,summer,"bdt, gr",not recorded,*bedded,unk,>25,cow/calf,Yes,Yes,,,,*on other side of lake from large group with 219.340 & 220.060 (~200 m from other group),12,
15,8/2/2000,9:40:00 AM,Air,DC,JM,,,,Fawn Ck.,Yes,510244,4974282,,summer,wet,,bedded,unk,>25,cow/calf,Yes,Yes,,,,,15,
16,8/2/2000,9:54:00 AM,Air,DC,JM,,,,Quadrant,Yes,513055,4973161,,summer,gr,,bedded,yes,50,cow/calf/1 bull,Yes,Yes,1,,,,16,
17,8/2/2000,9:25:00 AM,Air,DC,JM,,,,Fawn Ck.,Yes,510318,4975787,,summer,gr,,*bedded,no,6,cows,6,,,,y2,"*in shade of subalpine fir, with 220.400",17,
19,8/2/2000,8:50:00 AM,Air,DC,JM,,,,Antler Peak,No,513679,4969360,,summer,sf,,"unknown, no visual",unk,unknown,unknown,Yes,,,,,"thick trees, bad flying conditions (windy, next to mountain)",19,
20,8/2/2000,9:25:00 AM,Air,DC,JM,,,,Fawn Ck.,Yes,510318,4975787,,summer,gr,,*bedded,yes,6,cows,6,,,,y2,"*in shade of subalpine fir, with 220.340",20,
24,8/2/2000,10:27:00 AM,Air,DC,JM,,,,btw Obsidian & Lava Ck's,Yes,524375,4968638,,summer,wet,,bedded,no,13,cows,13,,,,,,24,
43,8/2/2000,10:47:00 AM,Air,DC,JM,,,,Mt. Everts,No,527968,4981496,,summer,"gr, df or spruce?",,"no visual, probably bedded",N/A,60,cow/calf,Yes,Yes,,,,probably under trees,43,
9,8/3/2000,7:45:00 AM,Air,DC,JM,,,,Elk Creek,Yes,542048,4975182,,summer,"gr, shr",,grazing,no,3,"2 bulls, 1 cow",1,0,2,,,shrub was rabbitbrush?,9,
23,8/3/2000,10:25:00 AM,Air,DC,JM,,,,Upper Cache,Yes,578333,4977504,,summer,"gr, bdt",not recorded,standing,no,3,cows,3,,,,,near group of ~40 (across small drainage),23,
25,8/3/2000,9:16:00 AM,Air,DC,JM,,,,Upper Hellroaring,Yes,555942,5004151,,summer,gr,,standing,yes,10,"5 cows, 5 calves",5,5,,,,in drainage. Assuming that cow was with her calf if group was comprised of 1:1 cow:calf.,25,
26,8/3/2000,8:45:00 AM,Air,DC,JM,,,,E. Fork Hellroaring Ck.,Yes,552491,4994628,,summer,"gr, bdt",not recorded,*walking,no,2,cows,2,,,,,"*near group with 219.820 & 219.980, just downslope on shaded side of hill",26,
31,8/3/2000,9:01:00 AM,Air,DC,JM,,,,W. of Buffalo Ck.,Yes,555360,4991851,,summer,"gr, bdt",not recorded,bedded,unk,60,"cows, maybe calves",Yes,maybe,,,,,31,
32,8/3/2000,9:42:00 AM,Air,DC,JM,,,,Sheepherder Mtn.,No,563954,5000589,,summer,gr,,unknown,yes,25,cow/calf,Yes,Yes,,,,"no visual on collar -- on slope of mountain peak, to windy to fly low",32,
35,8/3/2000,8:14:00 AM,Air,DC,JM,,,,E. fork Hellroaring,Yes,552485,4994737,,summer,"gr, rky",,"*standing &  looked at us,  or bedded",unk,50,cow/calf,Yes,Yes,,,y2,"*same group as 219.980, near 219.560",35,
37,8/3/2000,8:53:00 AM,Air,DC,JM,,,,W. of Buffalo Ck.,Yes,556506,4992654,,summer,"gr, bdt",not recorded,bedded,unk,10,cow/calf,Yes,Yes,,,,,37,
39,8/3/2000,7:55:00 AM,Air,DC,JM,,,,Geode Ck.,Yes,539104,4978826,,summer,gr,,walking,yes,50,cow/calf,Yes,Yes,,,,tight group,39,
40,8/3/2000,9:57:00 AM,Air,DC,JM,,,,W. of Silvertip Ranch,No,562641,4987308,,summer,gr,,"unknown, no visual",unk,50,cow/calf,Yes,Yes,,,,,40,
41,8/3/2000,8:14:00 AM,Air,DC,JM,,,,E. fork Hellroaring,Yes,552485,4994737,,summer,"gr, rky",,"*standing &  looked at us,  or bedded",N/A,50,cow/calf,Yes,Yes,,,y2,"*same group as 219.820, near 219.560",41,
44,8/3/2000,9:29:00 AM,Air,DC,JM,,,,Head of Slough Ck,Yes,566287,5005849,,summer,gr,,bedded,yes,21,"15 cows, 6 calves",15,6,,,,,44,
14,8/10/2000,8:51:00 AM,Air,DC,JM,,,,SW of Lewis Lk.,Yes,527983,4901525,,summer,"bdt, df",tree,bedded,unk,3,"2 cows, 1 calf",2,1,,,,under clump of live trees (df),14,
18,8/10/2000,8:40:00 AM,Air,DC,JM,,,,N. of Lewis Lk.,Yes,531461,4910928,,summer,bdt,"tree, gr",standing,no,4,"3 cows, 1 bull",3,0,1,,,,18,
21,8/10/2000,11:38:00 AM,Air,DC,JM,,,,Specimen,Yes,556295,4965446,,summer,gr,n/a,standing,N/A,12,"11 cows, 1 calf",11,1,,,,7.8 miles from last location,21,
22,8/10/2000,9:06:00 AM,Air,DC,JM,,,,E. of Lewis Lk.,Yes,534391,4905225,,summer,"df, lp, wet",n/a,bedded,yes,6,"4 cows, 2 calves",4,2,,,,"in clump of live trees, surrounded by burn & wet meadow",22,
23,8/10/2000,11:07:00 AM,Air,DC,JM,,,,Upper Cache,No,579029,4978518,,summer,bdt,gr,"unknown, no visual",unk,unknown,unknown,Yes,,,,,"too bumpy to fly low; many elk (at least 30, maybe >50) scattered loosely on hillside",23,
27,8/10/2000,9:25:00 AM,Air,DC,JM,,,,Channel Mtn.,Yes,549492,4902909,,summer,lp,n/a,bedded,yes,7,"5 cows, 2 calves",5,2,,,,"in clump of lp, surrounded by burn w/ lp regrowth",27,
28,8/10/2000,8:25:00 AM,Air,DC,JM,,,,Weasel Ck.,Yes,545275,4928138,,summer,lp,n/a,running (apparently disturbed),no,1,alone,1,,,,,,28,
29,8/10/2000,10:19:00 AM,Air,DC,JM,,,,Little Saddle Mtn.,No,575993,4952164,,summer,"sf, lp?",n/a,"unknown, no visual",unk,at least 2,at least cows,Yes,,,,,in thick trees,29,
30,8/10/2000,7:53:00 AM,Air,DC,JM,,,,N. of Grebe Lk.,Yes,534814,4956868,,summer,bdt,gr,"bedded, then stood up",N/A,40,cow/calf,Yes,Yes,,,,,30,
33,8/10/2000,9:48:00 AM,Air,DC,JM,,,,S. Fork Pelican Ck.,Yes,567326,4936540,,summer,bdt,gr,bedded,no,8,"7 cows, 1 calf",7,1,,,,,33,
34,8/10/2000,10:00:00 AM,Air,DC,JM,,,,Mist Ck.,Yes,569522,4941982,,summer,"lp?, gr",n/a,standing,unk,9,"8 cows, 1 calf",8,1,,,,,34,
42,8/10/2000,9:18:00 AM,Air,DC,JM,,,,Flat Mtn.,Yes,545183,4907517,,summer,bdt,tree,"standing, looking at us",no,1,alone,1,,,,,,42,
45,8/10/2000,10:35:00 AM,Air,DC,JM,,,,Cold Ck.,Yes,579059,4942068,,summer,bdt,little gr,bedded,no,3,cows,Yes,,,,,,45,
4,8/15/2000,9:45:00 AM,Air,DC,JM,,,,W. of Grizzly Lk,Yes,515185,4964509,,summer,"wet, bdt",tree,bedded,unk,3,"2 cows, 1 calf",2,1,,,,,4,
6,8/15/2000,7:51:00 AM,Air,DC,JM,,,,S. of Bunsen,Yes,524462,4973319,,summer,bdt,tree,"standing, looking at us",no,1,alone,1,,,,,several other elk (at least 6) nearby (several 100 m) but very scattered through lp regrowth,6,
12,8/15/2000,9:15:00 AM,Air,DC,JM,,,,Panther Ck,Yes,512977,4971325,,summer,"gr, sf, bdt",gr,bedded,unk,25,cows,25,,,,,,12,
15,8/15/2000,8:30:00 AM,Air,DC,JM,,,,Fawn Ck,Yes,510586,4975791,,summer,"gr, sf",n/a,bedded,no,11,"9 cows, 2 calves",9,2,,,,,15,
16,8/15/2000,8:23:00 AM,Air,DC,JM,,,,Quadrant,Yes,513156,4972972,,summer,gr,n/a,bedded,yes,65,cow/calf,Yes,Yes,,,,,16,
17,8/15/2000,8:52:00 AM,Air,DC,JM,,,,Fawn Ck,Yes,513761,4977973,,summer,gr,n/a,grazing,no,4,cows,4,,,,,,17,
19,8/15/2000,9:31:00 AM,Air,DC,JM,,,,E. face Quadrant,No,514817,4971580,,summer,sf,n/a,unknown,unk,unknown,unknown,Yes,,,,,thick trees,19,
20,8/15/2000,8:38:00 AM,Air,DC,JM,,,,Fawn Ck,Yes,511890,4976284,,summer,gr,n/a,bedded,yes,>50,cow/calf,Yes,Yes,,,,,20,
24,8/15/2000,8:01:00 AM,Air,DC,JM,,,,btwn Obsidian & Lava Ck,Yes,524494,4967435,,summer,bdt,thick tree,"standing, looking at us",no,6,cows,6,,,,,,24,
43,8/15/2000,7:38:00 AM,Air,DC,JM,,,,Mt. Everts,Yes,526898,4980676,,summer,gr,n/a,bedded,N/A,>100,cow/calf,Yes,Yes,,,,,43,
1,8/22/2000,8:04:00 AM,Air,RS,JM,,,,S. of Quadrant,maybe (saw 1 of 2 collars),512192,4970100,,summer,"bdt, df or sf edge",gr,*grazing or unknown,N/A,21,"15 cows, 6 calves",15,6,,,y2,*same group as 220.100,1,
3,8/22/2000,7:09:00 AM,Air,RS,JM,,,,S. of Panther Ck.,No,514472,4965235,,summer,"bdt, lp",tree,unknown,unk,~17,"cows, 3 bulls, 3 calves",11,3,3,,,,3,
4,8/22/2000,7:22:00 AM,Air,RS,JM,,,,Panther Ck.,No,515187,4965198,,summer,"bdt, lp",tree,unknown,unk,~8,"cows, bulls",Yes,Yes,,,,,4,
7,8/22/2000,6:56:00 AM,Air,RS,JM,,,,Fawn Ck.,Yes,515565,4978584,,summer,gr,n/a,standing,no,>51,"42 cows, 9 calves, also some bulls",42,9,,,,"in forest opening, could be more animals under trees",7,
8,8/22/2000,8:22:00 AM,Air,RS,JM,,,,W. of Hoodoos,No,521466,4977936,,summer,df,n/a,unknown,unk,>3,cows,3,,,,,,8,
9,8/22/2000,9:16:00 AM,Air,RS,JM,,,,N. of Floating Isl. Lk,No,543529,4976984,,summer,df,n/a,unknown,unk,>4,cows,4,,,,,,9,
10,8/22/2000,8:40:00 AM,Air,RS,JM,,,,S. of Quadrant,maybe (saw 1 of 2 collars),512137,4969867,,summer,"bdt, df or sf",gr,*grazing or unknown,unk,21,"15 cows, 6 calves",15,6,,,y2,*same group as 219.340,10,
11,8/22/2000,7:43:00 AM,Air,RS,JM,,,,Grizzly Lk,No,517705,4962427,,summer,"bdt, lp",tree,unknown,yes,>=17,"at least 11 cows, 1 bull, 5 calves",11,5,1,,,,11,
25,8/22/2000,10:35:00 AM,Air,RS,JM,,,,Middle Hellr. Ck.,No,555727,5003018,,summer,df,n/a,unknown,unk,unknown,unknown,Yes,,,,,"in thick clump of trees, too windy to fly low",25,
26,8/22/2000,10:10:00 AM,Air,RS,JM,,,,Buffalo Ck.,Yes,552320,4985733,,summer,"bdt, wet",gr,*bedded,no,33,"29 cows, 2 spikes, 2 bulls, no calves",29,0,2,2,y2,*w/ 219.720,26,
31,8/22/2000,10:10:00 AM,Air,RS,JM,,,,Buffalo Ck.,Yes,552320,4985733,,summer,"bdt, wet",gr,*bedded,no,33,"29 cows, 2 spikes, 2 bulls, no calves",29,0,2,2,y2,*w/ 219.560,31,
32,8/22/2000,10:46:00 AM,Air,RS,JM,,,,E. Sheepherder Mt.,No,564739,4998306,,summer,sf,n/a,unknown,yes,unknown,unknown,Yes,,,,,"in thick trees, can't fly low (too windy)",32,
35,8/22/2000,9:43:00 AM,Air,RS,JM,,,,E. fork Hellr.,No,552068,4995858,,summer,"df, surrounded w/ bdt",n/a,*prob bedded but no visual on collar,unk,~26,"25 cows, 1 bull",25,0,1,,y2,*in group w/ 219.980,35,
37,8/22/2000,10:24:00 AM,Air,RS,JM,,,,Telephone Basin,No,556109,4994916,,summer,"gr, df",n/a,prob bedded,unk,~21,"17 cows, 4 calves",17,4,,,,saw group but not collar (directional indicates collar is in this group),37,
39,8/22/2000,9:07:00 AM,Air,RS,JM,,,,"Geode, nr pullover E of HR overlook",No,541525,4977550,,summer,df,n/a,unknown,yes,~23,cow/calf,Yes,Yes,,,,,39,
40,8/22/2000,11:19:00 AM,Air,RS,JM,,,,Anderson Ridge,No,559507,4984533,,summer,wb,n/a,prob bedded,unk,17,cows,17,,,,,"in shade of clump of trees, didn't see collar but signal definitely coming from this group",40,
41,8/22/2000,9:43:00 AM,Air,RS,JM,,,,E. fork Hellr.,No,552068,4995858,,summer,"df, surrounded w/ bdt",n/a,*prob bedded but no visual on collar,N/A,~26,"25 cows, 1 bull",25,0,1,,y2,*in group w/ 219.820,41,
14,8/31/2000,10:15:00 AM,Air,RS,JM,,,,SE of Lewis Lk.,Yes,531053,4898907,,summer,"df, wet, surrounded by bdt",little gr,bedded,no,6,"5 cows, 1 bull",5,0,1,,,,14,
18,8/31/2000,10:25:00 AM,Air,RS,JM,,,,N. of Lewis Lk.,Yes,530161,4909938,,summer,bdt,"some tree, gr",standing,no,2,cow w/ yearling,1,0,0,1,,,18,
21,8/31/2000,7:50:00 AM,Air,RS,JM,,,,Specimen,Yes,560774,4966472,,summer,"gr, shr, surrounded by df",n/a,"standing, looking at us",N/A,45,"31 cows, 6 calves, 2 bulls",31,6,2,,,"1 bull is big, other is a raghorn (maybe 4-pt antlers)",21,
22,8/31/2000,9:55:00 AM,Air,RS,JM,,,,Aster Lk.,Yes,535150,4905858,,summer,bdt/lp mosaic,some sp,standing,yes,6,"4 cows, 1 calf, 1 bull",4,1,1,,,,22,
23,8/31/2000,8:05:00 AM,Air,RS,JM,,,,Cache Ck.,Yes,578956,4977741,,summer,bdt (lp),gr,bedded,no,13,"10 cows, 3 bulls",10,0,3,,,,23,
27,8/31/2000,9:25:00 AM,Air,RS,JM,,,,Channel Mtn.,Yes,550665,4903636,,summer,bdt,tree,"walking, looking at us",yes,2,cow w/ calf,1,1,,,,,27,
28,8/31/2000,10:35:00 AM,Air,RS,JM,,,,N. of Narrows(Br.Bay),Yes,540276,4927469,,summer,lp,n/a,standing,no,1,alone,Yes,,,,,,28,
29,8/31/2000,8:20:00 AM,Air,RS,JM,,,,W. of Saddle Mtn.,Yes,575953,4951556,,summer,"bdt(lp), nr live lp edge",gr,"standing, looking at us",no,12,"10 cows, 1 calf, 1 bull",10,1,1,,,big bull,29,
30,8/31/2000,11:05:00 AM,Air,RS,JM,,,,Prospect Pk.,Yes,539488,4970091,,fall migr/summer,wb,n/a,"standing, looking at us",N/A,4,"2 cows, 1 calf, 1 bull",2,1,1,,,,30,
33,8/31/2000,9:00:00 AM,Air,RS,JM,,,,N. arm of Pelican,Yes,566861,4934271,,summer,"bdt(df), ro",little gr,bedded,no,4,"3 cows, 1 calf",3,1,,,,,33,
34,8/31/2000,8:42:00 AM,Air,RS,JM,,,,Mist Ck.,Yes,570513,4943242,,summer,bdt(lp),gr,foraging,no,10,"6 cows, 3 calves, 1 bull",6,3,1,,,,34,
42,8/31/2000,9:50:00 AM,Air,RS,JM,,,,Flat Mtn.,Yes,542571,4908335,,summer,bdt/lp edge,tree,bedded,no,8,cows,8,,,,,,42,
45,8/31/2000,8:30:00 AM,Air,RS,JM,,,,Mist Ck.,Yes,570767,4944229,,summer,"bdt, nr rw(creek) & live lp edge",tree,"running, then grazing",no,4,"3 cows, 1 bull",3,0,1,,,,45,
1,9/4/2000,9:03:00 AM,Air,RS,JM,,,,E face Quadrant,Yes,514544,4972650,,summer,"df, sf, ro",n/a,"standing, looking at us",N/A,11,"7 cows, 2 calves, 1 bull, 1 spike",7,2,1,1,,,1,
2,9/4/2000,10:25:00 AM,Air,RS,JM,,,,Gneiss Ck.,Yes,502797,4960966,,summer,bdt(lp),gr,bedded,no,10,"6 cows, 4 calves",6,4,0,0,,,2,
3,9/4/2000,8:40:00 AM,Air,RS,JM,,,,Grizzly Lk.,No,517791,4960143,,summer,"bdt, nr edge of wet",tree,unknown,unk,15,"4 calves, 1 bull, rest cows",10,4,1,,,,3,
4,9/4/2000,8:20:00 AM,Air,RS,JM,,,,Grizzly Lk.,Yes,516943,4965985,,summer,"bdt, lp",tree,"standing, looking at us",no,7,cows,7,,,,,,4,
6,9/4/2000,9:15:00 AM,Air,RS,JM,,,,N. of Obsidian Lk.,Yes,522777,4970077,,summer,bdt(lp),thick tree,standing,no,3,"2 cows, 1 bull",2,1,,,,,6,
7,9/4/2000,9:40:00 AM,Air,RS,JM,,,,E. face Sepulcher,No,519266,4981208,,summer,"sf, df",n/a,"probably bedded, but no visual",unk,>=3,adults,Yes,,,,,"elk were under trees, couldn't see well enough to see collar",7,
8,9/4/2000,7:55:00 AM,Air,RS,JM,,,,Hoodoos,No,521484,4976316,,summer,lp,n/a,unknown,unk,>4,"at least 3 cows, 1 bull",3,,1,,,more under trees (including collared animal),8,
10,9/4/2000,10:43:00 AM,Air,RS,JM,,,,Panther Ck.,No,512582,4971423,,summer,sf,n/a,unknown,unk,unk,unk,Yes,,,,,"windy, close to mountain to fly low, but signal indicates it is in clump of trees",10,
11,9/4/2000,8:30:00 AM,Air,RS,JM,,,,Grizzly Lk,Yes,517627,4964908,,summer,bdt(lp),tree,bedded,yes,2,cow w/ calf,1,1,,,,,11,
12,9/4/2000,8:48:00 AM,Air,RS,JM,,,,bottom of Antler Pk,No,514184,4965244,,summer,"df, burn mosaic",gr,unknown,unk,unk,unk,Yes,,,,,"probably few elk. Under trees, didn't see any elk in open/burn, but tree cover wasn't too thick, so probably not that big of a group.",12,
15,9/4/2000,10:00:00 AM,Air,RS,JM,,,,SE side Little Quadr,No,512657,4976619,,summer,"wb, sf, gr mosaic",n/a,unknown,unk,>=11,"at least cows, 2 calves",9,2,,,,"some in open grassy area, more under trees. Collared elk was either in shade or under tree, definitely not in open.",15,
16,9/4/2000,9:50:00 AM,Air,RS,JM,,,,top of Quadrant,No,513459,4973606,,summer,gr,n/a,"unknown, prob bedded or standing",yes,92,"76 cows, 11 calves, 4 spikes, 1 bull",76,11,1,4,,"didn't see collar, but definitely in this group (completely in the open). Most of them were bedded, some standing.",16,
19,9/4/2000,9:30:00 AM,Air,RS,JM,,,,NE face Quadrant,No,515199,4974921,,summer,df,n/a,unknown,unk,unk,unk,Yes,,,,,,19,
20,9/4/2000,11:02:00 AM,Air,RS,JM,,,,head of Stephens Ck. N side Sepulcher,No,519207,4983336,,winter,df,n/a,unknown,yes,unk,unk,Yes,,,,,thick trees,20,
24,9/4/2000,9:18:00 AM,Air,RS,JM,,,,E. of Sheepeater,Yes,526302,4973826,,summer,bdt(lp),thick tree,standing,no,12,"10 cows, 1 bull, 1 spike",10,0,1,1,,,24,
43,9/4/2000,10:55:00 AM,Air,RS,JM,,,,Mt. Everts,Yes,528173,4981904,,summer,"df, some asp",n/a,standing,N/A,16,"12 cows, 3 calves, 1 bull",12,3,1,,,,43,
9,9/6/2000,8:48:00 AM,Air,DC,JM,,,,S of Floating Isl,Yes,542778,4975259,,summer,"df, ro, gr mosaic",n/a,walking,unk,18,"11 cows, 6 calves, 1 bull",11,6,1,,,walking up a steep slope,9,
23,9/6/2000,10:10:00 AM,Air,DC,JM,,,,Upper Cache,Yes,579494,4979132,,summer,bdt,not much gr,bedded,no,3,cows,3,,,,,,23,
25,9/6/2000,11:47:00 AM,Air,DC,JM,,,,Middle fork Hellroaring,Yes,552094,5002964,,summer,"sf, wb",n/a,standing,no,3,cows,3,,,,,,25,
26,9/6/2000,11:06:00 AM,Air,DC,JM,,,,Lower Buffalo Ck,No,553980,4979065,,summer,"gr, df",n/a,"unknown, prob bedded",no,5,cows,5,,,,,"circled many times, didn't see a collar. But signal is definitely from this group. Might be cow bedded near df with neck at an angle.",26,
31,9/6/2000,10:51:00 AM,Air,DC,JM,,,,Buffalo Ck,Yes,553212,4978494,,summer,"gr, ro, df",n/a,standing,no,16,"13 cows, 3 calves",13,3,,,,,31,
32,9/6/2000,9:40:00 AM,Air,DC,JM,,,,E side Sheepherder,Yes,564887,4997215,,summer,"sf, wb",n/a,standing,yes,4,"3 cows, 1 bull",3,0,1,,,,32,
35,9/6/2000,11:26:00 AM,Air,DC,JM,,,,Hellroaring,Yes,547817,4988934,,summer,"lp, sf, bdt",gr,*bedded,no,8,"7 cows, 1 bull",7,0,1,,y2,next to 219.980 in same group,35,
39,9/6/2000,8:32:00 AM,Air,DC,JM,,,,S of Hellroaring,Yes,541126,4977207,,summer,gr/df edge,n/a,standing,yes,>15,"at least 10 cows, 5 calves",10,5,,,,more under trees,39,
41,9/6/2000,11:26:00 AM,Air,DC,JM,,,,Hellroaring,Yes,547817,4988934,,summer,"lp, sf, bdt",gr,*bedded,N/A,8,"7 cows, 1 bull",7,0,1,,y2,next to 219.820 in same group,41,
44,9/6/2000,9:13:00 AM,Air,DC,JM,,,,Haystack Peak,No,563186,5004364,,summer,"sf, wb, gr mosaic",n/a,unknown,yes,>10,"at least 7 cows, 1 bull, 2 calves",7,2,1,,,"prob more under trees, including collared elk",44,
21,9/7/2000,10:09:00 AM,Air,DC,JM,,,,Amethyst Ck,Yes,559509,4968295,,summer,gr,n/a,standing,N/A,17,"13 cows, 3 calves, 1 bull",13,3,1,,,frames 22-24 on big minolta,21,
28,9/7/2000,12:01:00 PM,Air,DC,JM,,,,Weasel Ck.,Yes,542194,4927783,,summer,lp,n/a,running,unk,prob 1,prob alone,Yes,,,,,circled a lot w/o seeing any group. Then finally saw the 1 collared elk running -- so probably she was alone (like last time).,28,
29,9/7/2000,10:34:00 AM,Air,DC,JM,,,,L. Saddle Mtn,No,573894,4950423,,summer,"lp patch, bdt",tree,unknown,unk,>=7,"at least 4 cows, 2 calves, 1 bull",4,2,1,,,maybe more under lp (including collared elk),29,
30,9/7/2000,9:21:00 AM,Air,DC,JM,,,,Prospect,Yes,539432,4970152,,fall migr/summer,"df, gr",n/a,grazing,N/A,19,"12 cows, 6 calves, 1 bull",12,6,1,,,,30,
33,9/7/2000,11:39:00 AM,Air,DC,JM,,,,NE side Mt. Chittenden,No,566872,4933758,,summer,sf,n/a,unknown,unk,unk,unknown,Yes,,,,,maybe under a tree. Saw 1 non-collared elk bedded. Area had light layer of snow.,33,
34,9/7/2000,10:52:00 AM,Air,DC,JM,,,,ridge betw. Cold/Mist Ck,No,572262,4942324,,summer,bdt(lp),little gr,unknown,unk,20,"1 bull, rest cow/calf",15,4,1,,,"maybe 3-4 calves. Didn't see collar, but definitely in this group. Group is on SE slope w/ little regrowth, but just above on flat ridge top there is good lp regrowth.",34,
37,9/7/2000,9:39:00 AM,Air,DC,JM,,,,"Buffalo Ck, NW of Hidden Lk",Yes,556954,4993131,,summer,"wet, gr, bdt",gr,bedded,no,23,"18 cows, 4 calves, 1 bull",18,4,1,,,,37,
40,9/7/2000,9:58:00 AM,Air,DC,JM,,,,above mouth of Buff. Ck,Yes,555302,4979487,,summer,"gr, df, ro",n/a,bedded,no,2,cows,2,,,,,,40,
45,9/7/2000,11:22:00 AM,Air,DC,JM,,,,N. end of Mist Ck,No,573564,4945658,,summer,"lp, next to wet",n/w,unknown,unk,~15,"1 bull, rest cow/calf",Yes,Yes,1,,,most animals under trees,45,
3,9/12/2000,11:59:00 AM,Air,DC,JM,,,,W side Griz Lk,No,517250,4961171,,summer,bdt,tree,unknown,unk,>=17,"at least 15 cows, 2 calves",15,2,,,,"group was walking. Didn't see collar, but sure that signal is from this group.",3,
4,9/12/2000,12:25:00 PM,Air,DC,JM,,,,N of Griz Lk,No,517347,4966396,,summer,bdt,tree,"unknown, maybe bedded",unk,>=2,"at least 1 bull, 1 cow",1,,1,,,"bull was standing/walking. Cow was bedded. Didn't see any other animals, circled around area a lot.",4,
11,9/12/2000,12:11:00 PM,Air,DC,JM,,,,NW of Griz Lk,No,517892,4963742,,summer,bdt,some tree,unknown,unk,~15,"1 bull, rest cow/calf",Yes,Yes,1,,,"most bedded, few standing. Couldn't get low enough to see. Animals' color (now light brown winter coat) blend in well w/ bare ground.",11,
12,9/12/2000,12:44:00 PM,Air,DC,JM,,,,Indian Ck,No,513696,4967272,,summer,df or lp,n/a,unknown,unk,unk,unk,Yes,,,,,,12,
14,9/12/2000,10:03:00 AM,Air,DC,JM,,,,SW of Lewis Lk,No,522970,4900107,,summer,"df, near bdt",gr in bdt,"unknown, prob standing",unk,>=2,cows,2,,,,,"1 standing, 1 bedded. In shadows under trees.",14,
18,9/12/2000,9:41:00 AM,Air,DC,JM,,,,N of Lewis Lk,Yes,531600,4910480,,summer,bdt,sparse tree,standing,no,2,cow w/ yearling,1,0,0,1,,,18,
22,9/12/2000,10:36:00 AM,Air,DC,JM,,,,Riddle Lk,No,534759,4911699,,summer,"bdt, lp",tree,unknown,yes,unk,unk,Yes,,,,,"circled for about 20 min, saw 1 animal bedded 2x, very difficult to see the animal(s)",22,
27,9/12/2000,11:10:00 AM,Air,DC,JM,,,,NE of Heart Lk,No,541108,4904960,,summer,bdt,tree,"unknown, prob bedded",yes,>=2,cows,2,,,,,"saw only 2 animals - one out in open, bedded; 2nd w/ head under tree, can only see elk's rear; otherwise circled a lot and saw no other elk",27,
42,9/12/2000,10:45:00 AM,Air,DC,JM,,,,Beaver Ck,Yes,542667,4906029,,summer,"sf, lp, next to wet",n/a,"standing, then went under trees",no,prob 1,prob alone,Yes,,,,,"or could be with a few under trees. Circled but saw no other animals, but also lost sight of collared elk.",42,
1,9/16/2000,9:06:00 AM,Air,DC,JM,,,,E face Quadrant,Yes,514745,4972503,,summer,"gr, sf, wb",n/a,standing,N/A,3,cows,3,,,,,,1,
2,9/16/2000,8:10:00 AM,Air,DC,JM,,,,White Peaks,Yes,507288,4963113,,summer,bdt (sf),sparse gr,grazing,no,7,"4 cows, 2 calves, 1 bull",4,2,1,,,,2,
6,9/16/2000,9:16:00 AM,Air,DC,JM,,,,S of Sheepeater,Yes,523480,4971130,,summer,bdt (lp),thick trees,walking,no,2,cows,2,,,,,,6,
7,9/16/2000,10:30:00 AM,Air,DC,JM,,,,W peak of Sepulcher,No,517811,4981969,,summer,"wb, sf",n/a,unknown,unk,unk,unk,Yes,,,,,,7,
8,9/16/2000,9:49:00 AM,Air,DC,JM,,,,Terrace Mtn,No,521630,4977480,,summer,df,n/a,unknown,unk,>=2,"at least 1 bull, 1 cow",1,,1,,,,8,
9,9/16/2000,11:41:00 AM,Air,DC,JM,,,,Floating Isl,No,541656,4977467,,summer,df,n/a,unknown,unk,unk,unk,Yes,,,,,,9,
10,9/16/2000,8:26:00 AM,Air,DC,JM,,,,S side Antler,Yes,513165,4967359,,summer,"gr, sf (&df?)",n/a,grazing,no,8,"6 cows, 1 calf, 1 bull",6,1,1,,,,10,
15,9/16/2000,8:46:00 AM,Air,DC,JM,,,,S side Grey Pk,Yes,510413,4975353,,summer,"gr, bdt (wb, sf)",gr,grazing,no,11,"7 cows, 3 calves, 1 bull",7,3,1,,,,15,
